fip,Tow_4-D,ATRAZINE,CHLORIMURON,DICAMBA,FOMESAFEN,GLYPHOSATE,PARAQUAT
13271,1196.1,860.6,7.9,31.2,9.8,4661.7,572.4
13273,3940.2,2409.2,19.1,32.9,6.8,7487.6,774.1
13275,2948.5,2028,11.6,78.7,13.6,11899.8,1088.8
13277,1271.3,1075.4,9,28.7,52.4,11518.5,1068.6
13279,1831.9,1153.7,1.7,20.5,25,3546.2,661.1
13281,269.9,16.5,0.2,2.4,2.3,38.3,8.1
13283,519.9,222.9,0.5,10.3,9.1,2398.8,57.5
13285,2028.1,49.8,,44.3,,138.2,11
13287,1588.4,1008.7,5.6,41.5,34.4,16682.5,1618.6
13289,556.2,198.7,0.5,12.7,7.1,3333.5,113.2
13291,869.9,840.9,,7.9,,72.7,22.7
13293,1214.9,147.7,,28.4,,256.9,62.7
13295,10812,1398.3,1.1,21.8,33.9,1134.6,49.1
13297,1692.4,131.5,0.4,26.6,6,686.4,58.1
13299,1490.7,1087.5,1.5,16.9,13.1,3111.9,633.1
13301,2365.2,1478.1,0.3,15.5,5.2,645.2,87.7
13303,1771.8,867.4,2.6,85.4,49.9,7886,1217.5
13305,1096.1,2885.8,1.3,19.5,9.5,4710.9,734.1
13307,831.9,405.2,13.9,27.8,6.2,1981.1,412.5
13309,888.4,704.3,0.4,14.2,5.7,1927.1,174.8
13311,1105.5,1335,,10.7,,49.8,11.4
13313,4793.5,138.1,0.8,9.4,22.4,512.2,36.1
13315,1307,947.8,8.4,31.3,27.2,12840,979.9
13317,3059.7,520.3,,16.2,,303.4,73.7
13319,374.1,201,0.3,9,5.2,871.8,54.5
13321,2209.4,3231.9,14.5,58.5,45.3,24935.8,1613.3
16001,4152.8,6489.5,,756.4,,2830.2,233.6
16003,835.6,87.6,,622.2,,516.1,23.1
16005,3172,0.5,,368.9,,1272.7,181.7
16007,2109.6,,,359.5,,1143,83.2
16009,1213.3,,,161.8,,613,720.9
16011,10682.3,384.4,,1390.8,,4515,1882.1
16013,1018.9,,,497.8,,976,110.1
16015,286.8,,,156.7,,131.4,6.1
16017,141,0.1,,35.6,,251.2,37.8
16019,10583.1,360.2,,637.4,,2534.1,853.1
16021,949.6,0.2,,99.6,,793.5,721.5
16023,2358.5,,,269.6,,1101,156
16025,637.9,,,184,,1793.3,149.8
16027,12046.7,16664,,773.5,,9863.4,1716
16029,9898.8,,,664.2,,1541,296.1
16031,3501.7,5773.3,,3254.5,,6271.8,1383
16033,1893.3,,,447.4,,945.3,395.2
16035,428.3,,,62.5,,493.3,489.6
16037,345.4,,,289.2,,951.9,96.1
16039,6234.9,2152.5,,1003.1,,3848.1,471.5
16041,2742.3,568.1,,597.9,,2565.1,158.5
16043,9808.7,47.4,,470.3,,1553.1,978.8
16045,2783.3,4129.2,,755.6,,1992.4,215.4
16047,651.7,9044.8,,461.1,,3756.9,420.3
16049,7166.1,88.6,,720.4,,3030.3,1375.2
16051,7896.7,681.7,,767.1,,4394.2,1172
16053,1279.9,11503.9,,677.9,,5009.4,1181
16055,739,17.7,,83.4,,424.9,587.7
16057,3381.4,,,262.7,,2119.2,5678.1
16059,256.4,,,362.5,,1023.2,102.4
16061,3051.1,,,272.8,,2204.3,2872
16063,981.3,2680,,307.5,,1651.6,243.7
16065,7678.8,47.4,,217.6,,1185.7,931.3
16067,3070.2,1544.4,,815.7,,2850.6,1227.2
16069,4581.3,0.5,,422.6,,2587.9,6805.7
16071,4046.4,58.4,,426.8,,1660.2,94.5
16073,5879.2,7306,,2154.8,,4554.7,378.1
16075,3142.5,4669.7,,475,,2772.5,234.4
16077,7363.4,586.9,,476.4,,2635.3,992.8
16079,8.1,,,1,,5,0.5
16081,4770.4,,,155.9,,806.3,269.9
16083,2686.5,12711.5,,1642.9,,6704.3,3013.6
16085,842.2,,,151.8,,169,18.3
16087,5629.4,1020.1,,1528.2,,2552.5,200.4
17001,4160.8,75245.7,130.4,4935.4,749.9,44146.7,520.1
17003,950.1,10942.2,28,221,444.4,15383.9,331.6
17005,3349.7,35574.5,136.5,1957.9,1148.3,24800.8,1132.9
17007,5412.8,28848.4,25.3,1298.3,27.5,19510.3,260.2
17009,1332.3,26659,40.4,1743.3,232.1,13797.5,166.5
17011,13762.8,100515.6,188.7,10533.5,754.1,51672.7,711.5
17013,1170.2,13172.9,34.2,678.1,287.6,6804.8,429.7
17015,6172.2,54581.3,55.5,5803.1,221.8,17142.4,293
17017,3344.6,49630.5,111.5,2540.7,937.3,21121.2,1275.4
17019,11471.1,119140.5,126.9,5991.1,2359.6,58457.6,3073.7
17021,8504.8,119179.3,306.9,6151.1,2581.1,56852.9,3185
17023,2587.7,74630.3,142.1,1640,1374.8,25156.1,1303.6
17025,2175.8,45932.6,158.2,1187.7,1531.3,26421.6,996.3
17027,5541.5,60598.6,74.7,1010.8,1185,43015.8,1533.6
17029,2800.2,83047.1,156,1803.1,1510,27618.7,1416.3
17031,873.4,3062,4,168.8,4.3,3043.4,40.1
17033,2080.5,55776.4,126.6,1275.1,1280.6,21884.7,1010.2
17035,1762,49674.6,101.2,1101.6,979.5,17753.3,864.8
17037,13434.4,73060.1,62.4,3681.8,66.9,48364.4,689.6
17039,6921.8,45983.8,54.5,4935.2,213.4,26299,1182.9
17041,2922.5,86912.5,164.4,1886.5,1590.9,29053.3,1481.8
17043,334.9,1757.8,1.5,93.7,1.6,1163.3,16.1
17045,3882.6,115810.1,214.6,2509.9,2076.4,38032.4,1968.1
17047,1585.6,17919.9,62.1,37,776.6,9430.4,505.9
17049,2374.9,61841.7,135.4,1422.8,1310.1,23649.5,1101.8
17051,2910.3,69492,179.2,1675.6,1734.3,30716.8,1386.8
17053,5894.5,62168.1,64.4,3125.4,1197.5,29755.9,1596.5
17055,2224.2,19558.8,110.9,55,1387.6,14866.2,644.9
17057,4108.1,84950.3,129.5,5515.3,744.5,43858.5,535.6
17059,3202.3,42881.7,102,58.2,1351,17659.8,1144
17061,5100.8,67943.8,181.7,3535.9,1528,33765.2,1832.7
17063,8547.3,40022.7,42.5,1993.6,46.3,32277.2,381.9
17065,2878.3,29047.8,126.4,68.6,1581.2,18108.3,869.6
17067,4798.7,90146.5,159.4,5882.3,917,53589.1,612.4
17069,156.8,807.9,6.2,15,77.9,842.4,23.5
17071,2196.6,54512.8,67.4,3460.9,386.6,23059.9,310.7
17073,12837.9,88995,186.7,9416.1,746.6,50394.8,668.1
17075,12736.8,137204.2,137.6,6983.1,2568.3,63602.3,3476.6
17077,2209.5,25119.8,62.7,503.6,995.3,35770,924.9
17079,2601.5,67278.7,165.2,1563.6,1598.8,28332.3,1228.8
17081,2707.9,22810.8,128.4,90.4,1607.2,17368.2,766.2
17083,2939.7,39574.8,101.1,2053.1,850.9,19052.1,1091.7
17085,4579.8,33821.6,39.8,4121.3,159.2,12119.6,193.5
17087,711.8,7226.1,12.3,126,195.3,6932.8,211.5
17089,6651.4,33453.5,30.8,1752.4,33.2,23922.8,335.7
17091,6944.8,79982.8,71,4043.5,1315.3,33185.3,2012.4
17093,6510.2,30313.6,31.9,1529.1,34.7,24344.5,294.7
17095,4296.1,90077,138.7,5821.5,797.6,46844,569.2
17097,1521.4,5139.2,7.5,277.6,8.2,5698,93.3
17099,22880.2,102495.7,113.9,5321.9,122.5,86300.8,1020.7
17101,1935.2,53178.7,108.3,1199.2,1195,19001.5,939.5
17103,11782.2,86759.4,161.6,9048.3,641.1,44234.1,607.5
17105,12393.8,124403.9,139.6,6263.1,2621.4,64241.4,3211.9
17107,11926.5,83400.6,90.6,8901.3,354.8,43899.2,2116.4
17109,3984.8,81066.3,132.5,5236.7,761.8,44644.4,527.3
17111,7444.9,38640.9,32.4,2022.3,35.1,25487.4,456.5
17113,22381.2,152909.6,172.8,16360.1,677.5,83615.3,3905.8
17115,10480.7,69986.6,82.2,7507.9,322.5,39693.7,1799
17117,7651.2,103789.6,271.5,5360.8,2283.9,50691.9,2878.2
17119,5408.9,60225.1,217.3,3276.9,1827,39555,1829.5
17121,2089.1,44360.5,138.3,1124.5,1338.7,23352.7,1039.2
17123,6126.8,44850.3,45.3,4839.9,214.5,22110.6,1109.3
17125,7383.2,53910.9,58.3,5851.4,717.6,27750.9,1367.5
17127,1337.3,13694,57.1,33,714.7,8282.1,398.6
17129,5563.9,38311.3,42.2,4109.3,165.5,20617.3,973.6
17131,7737.8,51823.3,114.1,5560.4,456.2,30703.8,399.1
17133,3172.7,36368.7,61.1,669.3,968.7,35612.2,1032.8
17135,7152,93774.6,266.7,4907.9,2242.9,49136.6,2610.5
17137,5847.8,79123.7,209.2,4101.6,1759.1,38791.4,2132
17139,2044.1,59457.1,118.6,1305.8,1145.5,20788.7,1024.3
17141,10569.1,81367.9,127.1,8626,506.2,35989.2,521.2
17143,6772.5,48816.1,49.9,5246,194.2,24269.9,1229.8
17145,3347.9,35895.2,59.2,652.4,939.8,33831.9,935.7
17147,5211.7,55249.4,57.1,2776.1,1063.3,26464.5,1410.6
17149,6019.6,92015.2,187.1,4671.3,1572.8,36532.4,2366.1
17151,402.6,4172.2,14.2,18.5,177.7,2165.3,142.7
17153,1194.1,13432.2,27.2,248.7,431.3,15257.8,381.7
17155,2200.6,15169.6,31.4,1609.4,125.6,8530,112.8
17157,3887.2,41803.3,80.2,837,1272.8,44988.1,1141.6
17159,2138.8,54496.2,132.5,1274,1281.7,22755.7,1017.4
17161,4012.3,26741.6,57.5,2896.6,229.8,15555.6,213.1
17163,6589.5,71038.1,98.3,1213.3,1560.3,55819.3,1902.3
17165,1876.6,20515.9,79.1,33,990.3,11749.1,561
17167,9152,124728.8,334.5,6456.3,2813.4,61744.3,3371.8
17169,1991.4,35592.7,64.2,2351.3,369.3,21617.5,243.9
17171,2334.4,34816,77.1,1772.5,648.5,14705.2,917.6
17173,4302.3,123961.8,231,2724,2235.6,41041.8,2114.4
17175,5500.8,41944.5,38.9,4454.9,152.4,19024,1040.3
17177,7738.3,63524.7,83.7,6744.9,333.2,24505.4,377.9
17179,9489.7,68933.1,73.9,7420.4,556.7,34772.6,1739.4
17181,1238.4,11662.7,21.8,208.1,344.6,12592.6,527.8
17183,9358.8,95141.6,104,4795.6,1933.2,47940.9,2444.8
17185,2023.2,22149.1,86,36.9,1076.1,12663.6,601.2
17187,3783.7,83499.9,123.2,5350.8,708.7,41717.7,516.2
17189,6334.1,67587,111.8,1292.8,1773.8,61765.3,1733.4
17191,4338.2,42545.6,199,90.7,2489.6,27907.7,1456.5
17193,4129.7,44078.9,174.7,98.8,2223.9,25549.9,1251.6
17195,10448.9,81718,128.3,8533.5,508.3,36222.9,525.7
17197,10682.1,40865.3,54,2161.4,58.8,40877.1,452.8
17199,1205.6,13583.7,20.6,218.1,326.6,12183.7,379.1
17201,4986.6,36252.8,66.9,3816.6,266.8,18503.2,259.5
17203,9285.9,63039.4,71.7,6765.9,281,34773,1616.2
18001,4303.8,38396,105.4,1552.7,325.2,35623.8,488.5
18003,5479.1,41878.4,135.3,1732.3,417.4,45507,546.5
18005,2430.6,37702.4,164,874.6,56.3,23795.1,4652.7
18007,10322.7,64673.8,150.1,1004.5,623.3,38314.7,5916.9
18009,2029.9,11582.8,59.3,305,38.8,12649.1,437.2
18011,3674.8,62183.8,230.3,1411.3,79.1,33775.2,7559.7
18013,69.5,1992,1.4,9.1,2.4,996,363.5
18015,7330.2,55239.8,35.4,1385.7,18.7,33065.1,2106.3
18017,7098.4,51539.1,36.4,1297.5,19.2,33880,1988.9
18019,1268.4,10145.8,41.3,74.8,583,8442.3,767.8
18021,3931,37148.8,98.1,902.4,221.7,34227.5,3253.6
18023,3725,62776.2,235.8,1423.6,81,34554.9,7645.1
18025,146.7,1741.5,1.4,22,2.4,960.1,340.1
18027,1689.4,49866.4,23.1,340.4,798.4,24929.5,5006.3
18029,523.3,4475.8,12.3,52.8,174.5,2742.9,297.5
18031,2795.8,47053.8,164.7,1087.7,56.5,24487.5,5698.8
18033,2835.8,21951.7,77.1,901.1,237.9,25836.2,290
18035,5764.9,30721.2,175.8,806.4,115,37242.2,1200.1
18037,1371.8,35709.1,17.1,264.5,591.6,18406.3,3590.5
18039,4467.7,33229.2,20.4,842.9,11.1,19352.8,1279.9
18041,2515.1,17705.8,66.4,474.6,43.4,14837,616.5
18043,127.2,3135.5,4.1,13.5,6.9,2463.2,608.1
18045,6040.1,58314.6,154,1403.1,348,53704.2,5107.4
18047,1495.9,21439.8,42.7,129.9,602.8,9872.3,1186.2
18049,6281.4,46329,32.3,1159.2,42.5,30202.4,1781.3
18051,2510.8,59627.8,34.2,433.6,1184.7,36164.4,6165.7
18053,3022.9,43070.1,238.8,985.1,82,33627.8,5489
18055,1383.4,26579.6,19.7,213.4,681.8,20423.7,2858.1
18057,2192.4,34891.6,147.6,794.9,50.7,21360.4,4300.7
18059,2668.9,41465.9,187.5,945.1,64.4,26912.4,5162.2
18061,762,23355.3,22.9,93.6,38.4,14547.1,4350.9
18063,2626.2,41078.3,169.3,943.8,58.1,24656.8,5119.1
18065,5510.5,33886.3,162.4,892.9,106.2,35015.2,1254.1
18067,2541.5,41371.3,165.6,938.9,56.9,24175.5,5101.9
18069,4111.6,36721.3,112.8,1476.5,347.9,37019.7,473.7
18071,1718,70289.9,63.9,189.4,107.1,41288,12986.8
18073,11158.1,81192.3,148.9,1260.6,618.2,38705.7,7401.1
18075,6394.1,32276.4,181.6,857.9,118.8,38950.3,1253.9
18077,1415.7,7851.5,50.5,67.2,713.8,9665.2,757.6
18079,1907.4,20791.4,66.2,110.9,935.9,13668.6,1365.4
18081,1918.3,33968.1,101.6,780.5,34.9,15448.9,4064
18083,3133.7,73288.3,45.5,525.3,1578,47808.5,7723
18085,7241.1,51809.7,37.6,1312.4,19.7,34991.8,2005.5
18087,2858.5,32527.7,40.7,1310.2,141.6,17020.5,428.5
18089,5375,35397.8,74.7,552.9,311.3,19330.4,3243.4
18091,8885.8,63054.7,116.1,986,506.4,30543.9,5847
18093,705.9,19313.1,18.1,90.6,30.3,11666.2,3578.2
18095,3326,54429.2,216.4,1239.7,74.3,31554.1,6665.5
18097,333.5,5212,21.2,121.8,7.3,3110.1,636.7
18099,6349.7,47206.6,31.2,1185.8,16.7,29224.9,1805.5
18101,375,8577.8,4.6,69,158,4859.3,874.2
18103,5922.2,39304,35,993.4,18.3,32157.1,1560
18105,248.9,5763.1,6.5,32.6,10.9,4014.9,1111.1
18107,6996.6,67910.2,177.8,1633.4,401.8,61996.9,5945.1
18109,1766.2,28959.3,97.5,669.6,33.5,14614.6,3556
18111,8197,59022.8,109.8,919.3,455.7,28498.4,5391.9
18113,3374.7,33493.1,73.4,1348.3,226.4,25545.5,419
18115,155.9,1092.8,4,13.6,57.1,851.3,76.8
18117,642.6,21883.1,16.8,78.9,28.1,11431.9,4008.8
18119,1242.8,10938.4,28.1,282.9,63.5,9885.9,960.4
18121,3922.8,36623.1,98.7,892.5,222.9,34304.3,3215.3
18123,346.2,9939,8.9,41.7,15,5855.8,1834
18125,782.5,19391.9,12.3,131.9,426.8,12895.8,2030.8
18127,5363.6,34638.1,75.3,544,312.8,19448.2,3168.3
18129,2518.2,48808.2,33.2,382.6,1150,34650.4,5183
18131,8648,60648.2,118.7,933.1,492.7,30868.5,5492.8
18133,4179.9,40043.2,102.4,978.1,231.4,35863.3,3504.2
18135,7270.1,39030.7,211.7,1032.4,138.5,45057.4,1499.5
18137,2335.7,26723.2,77.3,147,1092.6,16400.4,1682
18139,3592.8,60604.9,220.8,1385.6,75.8,32541.9,7348.6
18141,5127.7,38185.7,25.1,958.5,13.2,23786.8,1460.2
18143,797.6,7960.9,28.1,44.1,396.6,5705.8,549.1
18145,3490.4,58885,216.2,1343.4,74.2,31799.3,7151.3
18147,1510.9,35073.1,21.8,255.1,753.7,22866.8,3656.8
18149,4264.1,34695.6,52.5,539.2,218,13928.5,3160.9
18151,1990,19634.9,41.2,792.3,127.1,14734.2,245.4
18153,1734.3,40785.8,27.7,282.7,994.3,28895,4338.2
18155,354.6,2221.8,9.1,33.1,128,1863.3,165.2
18157,6093,60950.1,147.9,1468.9,334.2,52128.2,5324.3
18159,2566.5,42755.2,166.5,969.1,57.2,24290.6,5224.7
18161,2161.1,14548.9,57.5,388.5,37.6,12605.6,512.1
18163,954.9,22843.4,13.7,164.2,474.3,14367.3,2356.7
18165,1822.5,22681.4,34.3,548.6,77.6,13177.3,1944.2
18167,3347.6,31625.7,82.5,768.2,186.4,28799.5,2783.6
18169,6197.6,39351.6,37.2,1005.9,19.6,34149.5,1577.2
18171,5191.3,51561.4,128.4,1242.7,290,45066.6,4495
18173,998.5,21682.6,15,158.1,519.6,15627.5,2301.7
18175,1088.6,38621.3,34.7,127.7,58.3,22680.2,7156.3
18177,4533,28424.7,125.7,762.1,82.2,27857.9,1028.1
18179,4724.6,44309.1,128.4,1769.7,396.1,41900.1,568
18181,11314.5,71605,162.4,1117.1,674.4,41646.1,6553.1
18183,3173.3,26948.6,78.9,1098.4,243.5,26474.3,346
19001,18663.4,27149,15.9,2310.9,89.8,21345.6,725
19003,17126.9,16645.2,9.3,1411.9,52.8,12741.9,409
19005,993.7,25247.6,5,1777.4,292.4,11421.3,686
19007,6777.5,26583.9,56.8,1028.2,60.8,36871.1,232.9
19009,1901.7,21403.6,66.4,2905.1,1077.1,24787.4,374.2
19011,9455,62002.5,58,2226.5,1504.1,50283.1,530.7
19013,1040.3,48454.1,20.7,3189.5,1221.8,43427.9,1448.6
19015,4228,36956.1,44,3362.5,1362.4,40581.9,431.8
19017,854.5,39144,16.1,2583.4,951.5,33933.8,1162.7
19019,1219.6,52744.4,22.2,3483.5,1307.7,46599,1571.3
19021,5630.7,32147.6,32.4,6065.8,2662.9,24077.5,1815.5
19023,5276.2,28467.9,3.8,4209.5,2056,31840.1,1620.5
19025,1906.4,34522.6,103.7,4651.4,1681.5,38805.8,589.7
19027,2548.4,32901.5,94.3,4455.3,1530.4,35649.1,546.2
19029,15121.9,31819.8,17.6,2704.5,99.5,23745,827
19031,7377.4,48766.9,44,1763.9,1141.9,38223,406.9
19033,4586.3,30542.6,4,4487,2143.7,33231.7,1733.8
19035,13909.8,28218.7,28.8,5624.7,2368.2,21476.1,1597.5
19037,1086.8,45355.6,18.4,3005,1086.6,38819.1,1345
19039,7163.3,26596.6,49,1043.8,52.5,32061.1,161.5
19041,6195.9,28849.7,30.1,5481.3,2472.8,22319.4,1642.1
19043,1041.4,48914.7,7.6,3286.7,449.5,17899.1,1306.1
19045,8296.3,62363,43.6,2236.2,1131.9,38212.1,441.9
19047,5059,35775.5,105.6,4914.3,1712.8,39767.2,606.1
19049,4375.8,34278.3,40.7,3165.7,1258.1,37536.5,401
19051,1965.6,12362.5,11.1,524.3,106.7,16706.7,129.7
19053,8077.9,24179.5,56.1,988.7,60.1,36275.7,170.8
19055,1065.2,58744.5,15.1,3869.1,889.6,32874.6,1633
19057,2695.8,26435.2,17.4,509.6,166.3,26585.4,221.7
19059,4852.4,17387.3,18.2,3344.5,1498,13545.2,990.7
19061,1089.3,42898.5,6.6,2910.4,386.7,15508.8,1146.9
19063,4391.9,22929.3,21.8,4347.6,1791,16289.5,1278
19065,1481.4,63134.8,22.9,4200,1349.7,48609.7,1838.5
19067,4097.4,26050.2,3.5,3832.5,1875.7,29056.3,1484.1
19069,5364.7,32829.2,4.4,4793.6,2355.8,36447.2,1849.6
19071,12369.7,28916.7,18.8,2438.6,106.4,24752.7,1183.8
19073,2308.3,32674.2,99.5,4417.1,1614.6,37250.9,563.8
19075,4533,40521.7,47.6,3689.3,1473,43886.5,467
19077,5930.5,22022.6,66.4,3108.7,1077.1,24963.3,377.2
19079,4665.3,43226.5,49.4,3921.6,1527.7,45543.9,488.9
19081,3802.3,32238.3,4.1,4705.6,2215.5,34381.6,1820
19083,4897.9,42445.3,45.4,3882.7,1402.7,41982.6,466.1
19085,4449.5,32052,95,4397.8,1541.2,35713.7,557.8
19087,3067.6,29720.6,19.4,605.6,186,29742,247.4
19089,1007.2,39477.2,17.4,2623.2,1024.8,36425.9,1185.8
19091,3157.3,24899.8,3.5,3637,1880.5,28945.4,1433
19093,2328.7,23239,71.7,3161.4,1163.5,26819.9,404.7
19095,5645.7,39770,30,1519.2,779.7,26342.8,294.8
19097,4045.2,32680.5,14.3,1476,371.3,13202.8,179.4
19099,5511.1,41611.3,48.1,3877.9,1486.4,44457.1,479.1
19101,2677,23369.2,17.3,527.9,166.1,26288.5,213.2
19103,5579.6,37535.7,31.1,1385,806.1,27180.5,300.3
19105,6102.6,48004.2,29,1793.6,751.6,25600.1,311
19107,3793.3,36231.9,23.8,761.3,228.2,36516.8,302.7
19109,7894.9,59147.4,7.4,8621,3997.1,62125,3313.6
19111,3007,28325.3,17.9,642.6,171.3,27520.9,231.6
19113,7248,48380.1,42.2,1795.9,1095.6,36776.8,396.6
19115,2844.4,27866.5,18.7,522.9,178.5,28480.9,236.3
19117,6172.1,21379.7,36,849.7,38.6,23757.6,155.2
19119,9909,31030,29.9,6011.7,2456,22339,1733.3
19121,12100.1,56483,98,2131.6,105,64288.1,1117.8
19123,4315.4,42717.1,26.9,863.3,258.1,41392.1,346.8
19125,11724.1,65176.8,103.6,2397.3,111,68357.9,1161.6
19127,4390,36327.9,42.7,3334.6,1321.1,39415.8,421.7
19129,8534.2,25547,14.8,2171.2,83.7,19752.8,708.6
19131,4662.7,26377.3,3.1,3888.5,1643,25766.7,1455.3
19133,4757.7,33595.2,95.6,4610.8,1550.9,36131.3,564.8
19135,6343.8,23853.9,46.8,934.8,50.2,30563.2,319.9
19137,11968.9,22989.6,13.7,1955.7,77.6,18326.8,572.3
19139,4590.7,31173.7,26.6,1130.1,689,23123.4,249.8
19141,7462.6,31414.3,32.4,5991.4,2661.2,24032.4,1782.4
19143,2759.3,22534.4,23.5,4212.9,1932.2,17464,1281.9
19145,16355.5,26203.1,15.4,2222.6,87.2,20612.1,654.2
19147,4217.7,31260.8,30.3,5852.3,2490.3,22584.6,1749.6
19149,16871.2,42849.5,42.3,8394.9,3482.5,31646.4,2409.8
19151,4074.4,34415.6,34.3,6429,2819.8,25543.4,1939
19153,2877.9,23297,29,2135.8,897.6,26724.3,285.5
19155,19834.7,58471.6,32.2,4954.1,182.4,43398.9,1711.3
19157,4440.9,31896.5,37.7,2977.7,1166.2,34913.1,369.8
19159,8668.5,37992.4,70.5,1446.5,75.6,46092.7,233.3
19161,2556.7,32386.7,97,4384.7,1573.6,36339.1,559.1
19163,5189.5,37508.1,28.3,1327,733.4,24676.4,278.3
19165,2226.7,32489.6,92.2,4391.1,1495.9,34883,533.4
19167,11903.5,46888.4,39.4,8981.2,3238.4,29740.2,2534.2
19169,4604.5,40053.2,47.4,3656,1465.7,43682.2,469.9
19171,5194.3,41294.8,47.6,3814.8,1473,44047.1,481.1
19173,17280.1,17600.3,11.2,1502.3,63.4,14950.5,528.6
19175,9434.5,45234.6,73.4,1701.2,78.7,48349.5,250.9
19177,2035.5,14813,12.4,470.2,118.8,18704,146.8
19179,2249.4,20108.9,14.2,465.8,136,21630.6,176.4
19181,11720,59151.5,96.6,2204.6,103.4,63575.8,1231.5
19183,4131.6,40492.4,26.9,770.4,258.1,41200.1,341.8
19185,8846.4,39697.7,77.8,1505.1,83.3,50735.5,243.9
19187,5437.6,49463.1,60.1,4490.7,1858.2,55318.8,583.2
19189,2876.4,24394.3,3.1,3555.2,1641.3,25516.2,1369.7
19191,1425.3,48181,13.1,3237.4,774.4,28832.8,1351.5
19193,6196.1,37922.8,112.3,5213.9,1821.8,42232.5,652.3
19195,3096.2,21431,2.9,3144.8,1577.5,24353.8,1226.7
19197,4020.7,33161.5,4.7,4842.2,2524.9,38825.1,1913.4
20001,2464.5,17915.7,57.2,244.4,309.6,11823.9,678
20003,2944.2,25693.4,23.3,482,427.6,22714.5,214.6
20005,3982.9,26187.9,11.2,285.3,240.1,23023.2,470.8
20007,4576.8,8119.3,0.2,1055.4,11.3,2267.7,164
20009,5106.9,40355,82.3,1767.2,86.1,18739.4,356.5
20011,3020.7,9638.7,32.7,212,177.1,6877.7,265.2
20013,5605.4,51769.2,22.3,372.7,477,45579.2,951
20015,9462.2,52437.9,51.4,812.9,278.3,14084.5,1721.4
20017,4024.4,5827.2,8.6,758.4,158.3,8683.5,36.9
20019,5795.9,4400,5.7,300.9,30.7,1460.4,111.1
20021,2486.4,24954.5,83.6,289.1,452.4,17146.7,1338.7
20023,11058,36204.1,0.2,6505.5,16.9,22679,341.3
20025,3138.4,14940.5,,1286.9,,2024.3,156.2
20027,6563.9,46780.1,1.1,1436.9,19.5,35880.1,315.9
20029,7192.6,46407,0.5,1605.7,9.9,23781.4,328.7
20031,2948.6,23269,21.2,450.2,388.7,20440.4,159.9
20033,3058.9,7647.5,0.1,732,5.6,1455.1,68.6
20035,8890.8,34591.3,24.2,652.3,130.7,23407.6,4843.8
20037,2857.6,26169.6,54.6,330.3,295.8,11628,779.2
20039,12266,65846.5,0.1,8209.9,7.5,26764.4,449.8
20041,2864.5,37346.4,117.2,1311.7,122.6,10902,295.8
20043,3132.3,33228.3,15.1,198.6,321.8,30533.5,681.3
20045,1547.6,15690.8,17,278.6,312.5,15945.5,82.6
20047,2336.1,27418.8,1.7,732.7,91.4,13022.2,389.7
20049,5000.1,6396.3,11.8,278.4,63.9,2670,168.2
20051,4861.9,21639,4.3,1077.3,4.5,7540.9,183.4
20053,3080.9,17545.6,13.7,824.2,14.3,5081.8,167.2
20055,9826.7,69076.3,0.8,3818.2,,13833.2,867.2
20057,8597.5,59693.3,0.7,2672.2,,11673.1,729
20059,2898.9,20167.1,29.2,404.1,536,27417.9,128.1
20061,1457,7679.4,4.9,267.2,90.6,5097.9,55
20063,13824.5,38237.1,0.2,2310.4,12.8,12189.8,504
20065,9774.9,58690.4,0.1,5784.3,8.3,21138.3,570.1
20067,5480,35458.2,,1997.4,,5695.7,472.5
20069,8763.3,65799.5,0.8,3634.7,,12290.1,904.9
20071,12150.2,24708.4,,1390.5,3,7827.2,390.9
20073,8753.1,11534.2,20.6,492.9,111.4,4744.2,213
20075,5180.8,31166.5,,1464.6,,7135.9,461.6
20077,2208.8,9544.6,0.3,797.6,18,4794.5,560.9
20079,1637.1,38808.1,3,743.9,165,23920,481.5
20081,6693.9,49317.9,0.8,3690,,10298.4,807.2
20083,4729.4,30434.4,0.1,1381.5,,5658.6,407.3
20085,7474.5,16082.7,8.1,575.8,172.4,16533.1,397.9
20087,5077.2,20554.3,8.6,376.8,183,17608.9,544.4
20089,7849,45726.8,0.4,1770.4,6.7,19492,366
20091,1238.4,7869,13.1,186.5,241.3,12268.9,42.3
20093,5678,40197.4,0.2,2445.6,,6975.8,507.8
20095,2640.9,12293.8,0.6,847.1,31.6,5266.8,95.9
20097,2561,15760.3,1.3,691.4,68.4,9864.7,388.8
20099,3618.4,22117.1,31.8,321.6,172.3,6808.7,1173.9
20101,12057,25967.3,0.3,1493.5,20.7,10628.7,397.4
20103,3046.6,10551,6.4,227.5,137.5,12982,251.1
20105,2964.5,20329.5,27.7,923,28.9,5906.8,159.4
20107,2197.4,9583.6,20.6,288.8,378.5,19315.2,61.5
20109,12283.3,25445.8,0.1,1817.3,3.4,7162,351.6
20111,4038.6,22352.2,23.6,700.5,432.7,22572,135.3
20113,3270.1,44804.7,129.4,1751.5,135.3,15184.2,398.9
20115,3118.1,43437.5,115.7,1440.8,121.1,12305.1,353.9
20117,12238.6,58683.6,24.8,912.3,529.6,51464.2,2300.7
20119,6443.4,43815.3,0.6,3172.7,,7966.8,525.2
20121,2058.6,10492.5,19.3,300,354,18075,62.6
20123,6991.8,45060.5,0.2,1743.4,4.2,15865.7,436.2
20125,3206.9,17931.4,27.3,285.2,147.6,6079.5,763.1
