fip,Tow_4-D,ATRAZINE,CHLORIMURON,DICAMBA,FOMESAFEN,GLYPHOSATE,PARAQUAT
28017,16517.6,6197.5,15.7,156.6,243.5,18563.1,1506.8
28019,809.8,1645.8,0.1,46.3,11.6,1746.8,695.3
28021,1434.6,589.5,0.5,19.7,28.9,2180.3,367.5
28023,1334.5,421.3,,120,,193.7,70.8
28025,18531.4,5504.4,5.7,188.8,88,8750,1163.3
28027,15005.1,767.2,51.2,229.3,463.7,75829.2,6252.6
28029,1639.6,205.3,0.7,8.1,39.6,2147.1,233.6
28031,617.9,438.2,0.1,71.2,14.4,1231.9,214.8
28033,6231.9,13254.4,24.9,67.5,404.9,26869,2645.3
28035,1421.8,592.8,0.7,120.1,28.8,1390.3,66.8
28037,377,164.7,0.3,5.6,15.2,596.7,74.6
28039,2095.3,2857.3,0.3,100.5,12.7,2968.9,472.9
28041,1230.8,1275,0.2,107.8,5.5,462.4,140.2
28043,3237.2,1801.4,4.3,39.3,69.4,9419.9,930.6
28045,865.7,123.8,,77.7,,135.4,14.6
28047,903.1,62.8,,74.8,,503.5,21.9
28049,4036.2,1561.6,1.6,43.9,86.9,6024.4,1100.9
28051,4716.9,12239.1,1.9,189.3,187.5,53082.2,9088.4
28053,4869.2,2333.5,35.8,162.9,562.2,52624.4,1573.2
28055,4081.5,3114.2,54.9,159.9,863.1,30791.9,1653.4
28057,1219.7,2001,10.9,28,25.7,4846.6,785.7
28059,1094,1510.8,0.1,94.1,2,765.6,210.2
28061,1575.8,537.2,0.3,142.3,11.5,577.7,57.3
28063,1366.2,154.8,1.1,5.8,61.7,2646.1,321.6
28065,261.6,137.3,0.1,55.3,6.3,533.6,85
28067,3897.8,631.5,0.1,334,5.2,907.5,105.5
28069,10273.3,481.5,0.3,102.4,4.8,403.1,89.5
28071,3565.1,1269.8,4.1,30.5,67.5,6181.5,594.8
28073,343.4,199.4,0.1,68.1,8.2,852.1,191.8
28075,1978.4,398.7,,180,,221.9,35.5
28077,181,929.8,0.2,45.1,18.1,646.4,376.9
28079,1610.9,1168.3,0.3,90.9,31,2727.8,547.8
28081,2871.2,3066,49,49,116.1,19097.5,2690.7
28083,10707.6,2776.5,118.2,176.6,1858.9,82579.9,3619.3
28085,909.8,243.6,0.1,8.8,3.6,616.6,85.8
28087,14394.1,17070.6,9.5,145.7,146.7,17353.9,3295.5
28089,4789.5,14650.9,0.6,234.4,64.2,23428.6,7207.7
28091,325.1,310.1,,84.2,,463.3,130
28093,8091.6,5318.1,14.8,68.9,240.6,14169.4,1693.1
28095,10097.2,18548.2,14.7,110.7,227.9,29760.4,3867
28097,1623.2,5062.9,0.3,87.8,28.7,7804.1,2484.8
28099,11194.3,815.8,0.1,111.5,1.4,434.2,151.6
28101,3152.1,2624.1,0.4,249,17.5,1694.1,230.9
28103,14918,34025.5,14,159.8,217.1,26920.7,6413.8
28105,9090.8,1415.4,1.9,91.6,29.3,2429.1,308
28107,9675.8,13749.2,23.6,112.7,383.4,42523.9,3166.4
28109,4745.8,850,0.4,400,15,2254.1,109.1
28111,1215.4,537.3,0.8,100.6,33.1,1299.7,74.9
28113,309.5,562.7,,62,4.6,626.4,227.4
28115,1921,1580.3,28.9,29.1,68.4,11648,1688.6
28117,1444.4,1585,22.2,24.1,52.6,8261.5,1124.7
28119,6770.7,865.8,32.7,58.7,296.4,36889.5,2119.4
28121,2418.3,3046.4,0.4,118.5,40.5,7254.1,1603.8
28123,2096.1,3147.9,0.2,123.6,17.8,2653.9,1296.4
28125,5199.6,2549.7,54.2,159.2,852.7,48841.3,1897
28127,263.2,489.8,,74.5,2.4,641.8,226
28129,168.9,142.6,,93.3,,508.3,126.8
28131,1368.4,287.5,0.1,119.4,4.9,465.2,59.9
28133,18055,3253.6,173.4,186.2,2726.1,101081.1,4962.1
28135,10751.2,1493.6,36.1,214,327.2,52471,4565
28137,7626,12950.4,13,78.8,211.3,19543,2041.9
28139,1605.1,1917.3,11.8,27.4,27.9,3931,461.6
28141,543.7,365.6,3.5,8,8.2,2357.7,438.5
28143,9584.7,465.2,38.8,92.2,351.4,47950.9,3249.5
28145,2203.3,1622.9,26.5,28.2,62.7,7934.1,856
28147,1362.1,1107.4,0.1,78.8,12.7,1896.4,393.7
28149,2340.6,1206.2,5.5,36.8,295.8,9227.1,998.6
28151,15922.9,3111.2,160.2,198.6,2518.7,104314.8,4722.5
28153,3121.4,1802,0.2,261.6,7.6,1069.9,177
28155,1311.6,2703.2,0.2,65.1,24.8,10424.6,1915.5
28157,719.8,7.1,1.1,1,57.6,1528.9,56.6
28159,7681.7,940.7,0.3,77,4.8,1245.6,189.2
28161,2567.9,5663.7,2.2,33.4,36.2,9380.4,761.4
28163,5744.7,4490.4,21,301.7,329.9,64681.5,1613.8
29001,998.5,9688,17.6,203.6,287.4,12553.8,140.6
29003,3303,34260,42.4,423.2,26.3,29812,452.5
29005,4597,80965.6,74.6,649.3,46.3,55617.7,821.2
29007,3788.3,49751.8,232.7,549.1,252,52142.9,907.6
29009,3973.6,1210.5,0.5,70.3,5.9,458.6,113.5
29011,4537.6,29054.7,44.1,242.8,579.2,16875.3,1760
29013,4923.3,29751.8,41.2,307.4,965,37534.3,1401.5
29015,640.4,7216.5,28.5,23,180.4,10387,403.4
29017,958,9539.4,39.3,32.9,718,6114.7,251
29019,828.5,16487.1,58,33.2,366.7,21288.5,718.3
29021,2959.5,29865.8,35.7,361.6,22.2,25204.6,531.7
29023,2534.9,6790.4,77.8,150.9,3440.9,27037,951.5
29025,3063.8,15914.1,29.1,377.3,18.1,19286.1,467.5
29027,1089.8,20788.3,75.1,42.1,475,27650.1,863.7
29029,203.7,478.7,0.2,3.6,1.6,336.4,16.4
29031,1652.8,12867,33.7,302.7,1489,12409.9,1187.1
29033,4212.5,48331.5,59.8,428.5,975.4,42025.7,555.2
29035,250.3,,,8.5,,40.3,6.3
29037,2804.8,17762.1,25,182.5,584.5,22684.9,716.5
29039,1276.1,2406.5,1.7,40.2,39.5,1679.8,114.6
29041,4210.8,44444.1,57.4,425.6,935.7,40277.2,515.6
29043,2531.3,770.3,0.1,44.1,1.1,266.8,130.3
29045,1664.6,30326.2,112.3,224.8,121.6,25667.3,510.6
29047,2410.6,6116.5,13.1,339.5,8.1,8574.9,282.8
29049,3661.2,21961.7,29.3,518.4,18.2,20329.5,526.4
29051,354.5,5590.2,11.5,12.2,72.8,5014.7,200.5
29053,1149,31008.3,83.6,57.1,528.4,31808,1047.1
29055,294.1,1019.2,0.7,17.2,14.7,1218.8,47.3
29057,4725.8,6995,13.4,121.4,176.1,5756.6,669.3
29059,283.2,788.4,0.2,5.5,1.1,583.8,60.8
29061,4709.6,22453.1,48.4,555.9,30.1,31503.2,544.9
29063,3238.3,20505.2,29,409,18,19733.5,367.5
29065,937.4,197.6,0.5,31.9,8.4,222.3,24.4
29067,1588.4,326.9,,53.8,,825.6,49.4
29069,4350.7,6502.5,54.3,166.8,2402.5,62796.9,3474.9
29071,1775.6,17499.9,23.4,388.9,480.9,10650.1,286.6
29073,758.3,7276.2,7.4,152.9,151.9,3779.1,132.5
29075,3591.9,22323.4,29.2,499.3,18.1,20341.1,329.6
29077,3190.7,1246.2,0.5,57.9,5.9,444.9,202.4
29079,1542.3,14269.6,32.1,152,523.2,22168.6,295.1
29081,6153.1,31002.4,38.2,908.8,23.8,26910.9,406
29083,2828.1,19981.6,19.2,165,450.3,18080.7,990
29085,261.8,1485.4,2.4,6.6,15.2,1231.9,65.4
29087,3846.8,65096.4,64.7,498.8,40.2,47289.9,741.6
29089,829.3,24227.4,51.6,37.1,326,20908.4,594
29091,2336.5,473.2,1,78.7,18.2,845.5,124.1
29093,199.2,11.2,,6.7,,114,5.5
29095,1706.2,11079.5,17.5,114.9,410.8,15840.1,493.8
29097,4606.8,11556.2,23.2,144.3,304,8594.1,820.2
29099,453.1,3991,5.5,89.2,112.1,2699.8,88.8
29101,3576.5,25089,23,242.7,539.5,21789.8,811.4
29103,1678.2,20581.2,120.1,245,130.1,26723.3,382.6
29105,430.5,1619.8,2,7.9,12.7,1483.1,107.1
29107,5177.6,60181.4,42.1,579.2,986.2,41435.8,1199.5
29109,4260.6,4007.3,4.9,90.9,64.4,2414,361.8
29111,1633.9,30780.7,100,210.8,108.3,23362.9,523.4
29113,4316,48004.2,53.9,1053,1106.4,22414.6,593.2
29115,1560.9,15152.9,27.2,219.6,443.1,18933.3,247.2
29117,2665,20474.2,52.2,209,851.8,36064.6,543.5
29119,3291.9,758.8,0.3,56.8,3.8,363.8,34.6
29121,1921.7,16044.3,34.3,300.4,559.9,23796,305.7
29123,324.6,155.5,1.3,10.8,24.6,325.7,17.5
29125,320.5,1937.7,1.5,7.1,9.3,1191.1,52.1
29127,1581.4,29256.6,92.8,205.1,100.5,21835.2,512.8
29129,742.3,9666.2,12.4,146.8,202.1,8783.5,120.4
29131,338.7,2335.4,4,7.4,25.4,2214.4,89.9
29133,3719.9,25755.2,106.9,610,4728.9,33021.8,2299.4
29135,546.3,11545.4,24,21.8,151.6,9911.1,349.8
29137,1994.6,27107.3,121.7,277.2,131.8,27491.1,478
29139,4026.3,44160.8,52.3,973.7,1073.9,21911.6,662.5
29141,411.4,7341,11.8,13.5,74.5,5499.5,177.6
29143,5642.5,26250.8,108.2,562.8,4786.8,66212.4,4286.3
29145,3251.8,2123.1,0.6,64.4,8.5,692.7,142.6
29147,7254.7,78699.9,81,1034.3,50.3,58995,871.1
29149,1479.5,,0.4,50.2,7.3,257.2,34.5
29151,587.8,8800.1,13.1,17.2,83,6927.7,209.6
29153,2060.9,49.7,,70.1,,591,35.8
29155,4430.9,10584.5,101.7,241.5,4500.5,55917.4,2698.6
29157,2350.8,25297.3,28.8,563.9,591.2,12394.7,361.5
29159,1576.8,36015.7,110.1,74.2,696.1,41037.6,1418.2
29161,297.5,770.6,0.8,5.4,5,775.5,28
29163,1891,33559.7,108.7,247.8,117.7,25304.7,573.1
29165,2801.6,24932.7,38.8,304.1,24.1,26233.1,1853.2
29167,569.4,2414.7,1.3,11.6,8.5,1502.2,187.7
29169,176.4,678,0.5,3.5,3,486.4,27
29171,599.6,8157.1,9.3,233,151.2,6694.2,84.6
29173,1863,26405.2,116.2,262.9,125.8,26403.3,465.4
29175,1350.2,11298.2,16.9,180.5,276.2,11989,195.8
29177,4615.5,24067.1,51.6,537.5,32,33837.3,620.4
29179,329.2,135.1,,11.1,,77.9,20.6
29181,828.4,1622,26.6,22,485.5,3144,108.4
29183,3919.3,43641.8,50.6,961.4,1037.7,20775.4,494.5
29185,1748.5,8915.9,10.7,82,250,9860.1,556.1
29186,1360.6,14161.1,16.8,314.9,345.3,7289.2,174.7
29187,241.2,1541.5,0.9,31.8,18.5,870.6,27.3
29189,582.7,6212.8,8.5,141.8,173.6,3420.6,81.3
29195,2314.2,101147.9,188.2,121.5,1189.7,75464.4,1792.3
29197,506.4,5891.6,8.4,122.1,136.2,5920.7,70.1
29199,1395.9,23104.7,92.3,186.7,100,21096.3,393.5
29201,2677.1,22584,57.8,536.8,2557.8,22135.7,2065
29203,377.6,,,12.8,,171.4,11.5
29205,2208.6,24746.9,148.2,328.3,160.5,33013.7,469.2
29207,5188.7,35071.7,105.9,827.8,4686.3,49711.2,3892.8
29209,2256.9,406.4,,38.2,,111.6,44.2
29211,626.5,7566.4,12.1,243.3,196.9,8580.7,105.6
29213,921.5,,0.4,31.5,7.1,366.1,9.9
29215,2398.8,962,,81.8,,874.3,81
29217,3824.7,29495.6,26.4,222.1,617.6,24969,1463.9
29219,1907.2,20834.4,24.8,453.9,509.8,10323,366.8
29221,119.4,119.8,0.3,3.2,5.8,454.1,5.2
29223,324.2,1465.7,6.2,11.4,114.2,958.2,46.4
29225,1340.3,1257.3,0.1,45.8,1.2,2072.4,139.7
29227,2147,10624.4,12.6,306.3,7.8,8808.3,172.8
29229,1426,478.7,,47.8,,755.5,101.5
30001,5961.4,,,549.4,,1607,927.8
30003,32856.5,94.3,,7811,,28978.8,1117
30005,30299.6,9524.6,,6219.3,,34004.3,6.2
30007,6695.1,,,631.6,,3278.2,363.1
30009,4280,419.9,,1603.4,,4130.3,922
30011,8090.3,1212.9,,1858.5,,3583.3,11.5
30013,28610,22.5,,3720.2,,13250.4,1093.7
30015,75028.7,19981.8,,12846.4,,74215.5,14.1
30017,6498.5,2636.8,,2367.2,,3937.2,33.5
30019,32953,4612.4,,5107.2,,11624.6,12.2
30021,20894,5273.4,,4160.5,,10429.2,33.4
30023,271,,,19,,148.3,17.4
30025,8250.7,1631.2,,2174.6,,4402.3,11.4
30027,36693.3,,,4994.7,,17284.9,2296.2
30029,2624,89.7,,221.4,,6793.9,99.8
30031,10367.1,152.7,,1896,,4110.3,1401.1
30033,12973.2,4861.1,,3380.2,,8796.9,8
30035,27133.3,6850.6,,4639.5,,27164.8,6.2
30037,4633.9,12.7,,594.3,,2466,232.1
30039,512.8,,,49.8,,297.3,33.1
30041,69935.7,19384.6,,13193.7,,70500.9,13.7
30043,1475.1,0.1,,318.6,,670.1,287
30045,18828.8,,,1894,,6968.7,1045.1
30047,1918,359.4,,266.7,,7111.6,271.5
30049,3855.5,,,458.5,,1607.9,655.3
30051,37328.3,10369.5,,7013.6,,37734.8,3.4
30053,42.2,0.4,,25.2,,280.2,13.3
30055,26465.6,6628.4,,5406.8,,12717.2,12.4
30057,5278,,,745.6,,1681.6,1183
30059,4273.5,,,521.6,,1917.8,546.1
30061,164.8,,,18.1,,3563.7,4.3
30063,560.6,1.2,,79.2,,7431.8,36.9
30065,5356.4,50.5,,743.6,,3302.6,286.7
30067,3817.8,,,1078.7,,3293,860.1
30069,2724,,,359.4,,1593.2,177.5
30071,21970.8,8666.4,,5113.5,,29250.6,8
30073,34296.7,8253.1,,5583.6,,33895.9,1.3
30075,3711.3,988.5,,923,,2030.1,1.2
30077,1265.4,,,126.1,,3665,74.9
30079,5328.9,1573.8,,1694.7,,3146.4,30.7
30081,488.2,105,,127.1,,4242.5,66.6
30083,21781.4,5476.7,,4214.6,,13037.3,48.3
30085,41768.1,9165.1,,7905.3,,18526.1,25.7
30087,8357.9,2866.1,,2761.7,,4624.2,33.1
30089,747.6,0.5,,99.9,,4230.2,62.3
30091,41422.3,6679.3,,6811.3,,15906.2,18.8
30093,352,,,39.4,,97.4,81.9
30095,10811,162.8,,2914.4,,9310.4,807
30097,1951.5,,,588.3,,1955.9,532.4
30099,28805.6,5955.4,,4245.9,,26202.5,2.9
30101,38830.4,10013.5,,7041.8,,37825.7,1.6
30103,1906.4,402.7,,747.6,,1722.7,276.8
30105,37029.8,9622.2,,7679.4,,17999.3,16.7
30107,8862.1,,,710.1,,3914.1,355.1
30109,7057.1,1288.5,,1804.5,,4386,12.1
30111,27365.1,1182.5,,6675.9,,20675.7,822.7
31001,6175.2,82287.6,4.4,2277.2,19.7,41412.6,455.6
31003,13075.5,49546.5,1.2,3686.5,682.8,38853.2,540.6
31005,292.2,2857.5,,1880.6,,311.3,7.9
31007,4717.8,4093.1,,2343.3,13.3,5448.7,982.6
31009,195.4,3959.9,,1887,,267.7,3.6
31011,12293.2,45558,0.8,3388.7,458.1,27394.2,405.8
31013,9687.7,11410.9,,5206.5,104.6,13574.8,1831.5
31015,1354.5,24746.3,0.9,1494.8,133,4937.9,159.3
31017,1071,32774.6,0.5,3259.2,70.5,3366.4,704.1
31019,14064.1,80046.3,12.9,3186.2,156.4,24446,55.1
31021,5584.4,34192.6,1.1,2208.3,628.8,34063.8,439.4
31023,6196.8,59948.1,121.6,2067.2,29.5,45867.6,452.6
31025,5507.5,49619.8,145.1,1669.3,35.2,52996.7,486.7
31027,9686.1,41960.6,1.1,3106.4,650.3,36374.2,488.1
31029,16517,56276.2,0.8,4950.7,30.5,9489.1,326.3
31031,1390.9,11427.4,0.1,15676.6,16.8,1887.8,281
31033,17379.2,12304,0.1,4343.3,43,17041.4,2358.6
31035,12959.1,73547.1,79.4,965.9,29.4,31056.1,782
31037,4385.4,44473.8,82.2,1509.2,19.9,31187.2,311.7
31039,7452.4,43647.4,1.2,2886.9,666.8,37068.9,501.4
31041,37341.4,83320.7,8,7338.1,97.1,23466.5,73.4
31043,2978.8,15808.2,0.5,1059.8,295.1,15988.2,204.3
31045,3429,2305,,4322.9,1.9,3556.1,315.1
31047,15083,80947.7,7.5,3347.2,90.9,18537.5,47.5
31049,8403.7,7509.8,,2494.1,8.1,9460.8,1630.5
31051,5524.7,23508.9,0.7,1699.7,393.7,21678.7,287.4
31053,5747.9,58574.7,130.6,1989,31.7,48603.5,462.6
31055,1411.5,12650.2,31.8,438.8,7.7,11786.8,110.6
31057,11677.6,30537.4,0.3,3826.9,12.2,6020.4,327.3
31059,15342.2,89703.6,92.1,968,34.1,36143.5,936.3
31061,14116.1,39986.9,2.5,1630.7,11.1,23697.9,239.1
31063,13483.1,31485.7,1.8,3588.3,65.1,11229.9,206.8
31065,17131,45018.2,1.3,2061.6,5.9,18635.3,306.3
31067,19533.8,89680.9,114.2,956.8,42.2,42676.1,1210.1
31069,4370.1,5065.3,,5811.1,14.6,6082.3,603.7
31071,371.6,11264,0.1,1312.6,21.1,1117.9,41
31073,10883.6,32831.8,1.5,1370.8,6.5,15400.5,188.3
31075,114.2,236.8,,1975.6,,123.7,0.2
31077,6712.7,27814.6,6,1319.4,72.7,10344,13.2
31079,8905.8,78571.7,8.5,1984.9,102.9,17853.6,436.6
31081,7181.8,80945.3,100.5,2686.9,24.4,39780.6,453.5
31083,12056.3,39938.9,2,1581.2,8.9,21001.4,257.5
31085,10750.2,22204,0.4,3068.3,15.8,6153.3,200.6
31087,13626.1,21772.8,0.5,3148.7,18.3,8690.9,290.4
31089,3365.3,118380.4,6,6976.1,879.1,28813.8,1003.3
31091,108.1,807.9,,1760.8,,140.7,0.8
31093,6894.6,38812.9,5.8,1388.1,70.9,11178.9,26
31095,11853.1,53666.7,69.9,730.7,25.8,26404.8,675.9
31097,5325,24747.8,34.8,355.4,12.9,12830.7,316.9
31099,6120.3,77584.5,4.2,2206,18.9,39451.5,420.5
31101,14613.2,33335.7,0.7,4401.7,25.4,8109.1,231.5
31103,571.8,8679.9,0.1,1796.4,21.2,1167,292.6
31105,10167.2,7173.6,,3433.2,15,9479.4,2886.6
31107,17562.7,34319.2,0.7,3293.7,376.6,22407.2,374.3
31109,7117,58265,146.5,1745.5,35.5,54131.2,576.9
31111,25994.6,70944.8,3.2,9139.6,117,18739.3,210.9
31113,572.4,14604.6,0.3,1707.4,43.1,1968.6,409.2
31115,302.2,7025.8,0.1,1510.3,13.8,760,36.5
31117,237.5,2981.2,,2120.8,4.6,382.3,183
31119,7726.3,37864.7,1,2593.4,606.8,33578.2,443.7
31121,5206.7,52567.3,64.3,1770.5,15.6,25735.1,289.9
31123,3494.9,9096.1,,6413.8,81.1,8757.2,1045.5
31125,3567.8,27023.2,44.9,926.1,10.9,17538.4,177.8
31127,9040.4,37679.8,74.4,488.6,27.5,26089.4,672.1
31129,12017.1,60724.2,39.2,835.8,14.5,18594.7,657.3
31131,12918.4,54903.4,105,728.2,38.8,36933.6,1368.4
31133,5685,25190.7,33.8,480,12.5,12714.1,326.6
31135,25532.8,63802.3,1.8,6034.2,66.6,16246.4,485.6
31137,7282.6,80048.6,5,2371,22.4,45075,446.4
31139,7573.2,37280.1,0.9,2577.9,530.2,29825.9,403.4
31141,7980.1,79868.5,140.7,2749,34.1,53763.1,540.5
31143,5023,50908.8,91.2,1702,22.1,34652.5,353.2
31145,15819.5,39473.4,1.5,3554.2,56,13443.6,305.7
31147,10830.5,46020.6,86.5,647.9,32,30563.6,615.5
31149,573.4,17161.5,0.9,2503.2,135.7,4528.1,47.1
31151,13915.4,73523.7,76.1,739.8,28.2,29616.7,923.4
31153,1719.9,16167.6,43,525.3,10.4,15766.2,147.9
31155,7746.5,72116.9,184.2,2409.5,44.6,67881.9,632.3
31157,2577.1,11250.1,,5422.2,154,9631.4,1446.4
31159,6203.3,60307.1,118.5,1925,28.7,44561.3,494.3
31161,6174.2,6781.7,,8486.6,42,7926.4,1946.6
31163,7313.3,27626.8,4.3,1426,52.1,8573,18.1
31165,767.4,2252.6,,5712,10.9,2474.3,182.9
31167,5412.9,22664.3,0.6,1633.2,322.7,18182.6,249.3
31169,14301.9,70753.3,74.4,904.9,27.5,29715.5,797.3
31171,182.7,876.8,,1587.1,,123.1,0.5
31173,4050.1,24197.5,0.7,1583.3,410.2,22428.9,327.7
31175,7349.6,27988,4.7,1415.5,57.5,9093.3,17
31177,3678.6,34370.7,95,1149.5,23,34795.8,319.6
31179,5361.9,30254.7,0.9,1996.5,530.2,28962.4,376.9
31181,13869.8,36974.7,1.9,1382.3,8.3,19753.9,250.9
31183,743.9,27295.7,0.9,1630.9,126.6,4557.8,25.2
31185,7415.9,85299.2,108.4,2776.3,26.3,42614.6,497.3
32001,532.6,816.2,,473.8,,683.6,850.2
32003,17.8,,,26.9,,40.1,67.8
32005,283,,,76.5,,339,127
32007,18609.8,,,6712.5,,15972.8,573
32009,65,,,88.6,,75.8,207.9
32011,1492.7,,,720.3,,1382,423.5
32013,3227.2,,,787,,2581.9,1529.7
32015,3854,,,1516.4,,3371.3,373.7
32017,100.7,4.9,,126.8,,113.8,237.6
32019,483.1,102.8,,652.1,,911.3,1223.9
32021,,,,49.3,,14.3,118.8
32023,235.3,,,98.9,,221.7,211
32027,1380.8,,,310.7,,481,573
32029,,,,1.2,,0.4,2.5
32031,1633.2,,,254.7,,1747,338.2
32033,1382.6,,,662.3,,1281.6,374
32510,12.4,,,5.6,,14.8,10
33001,10,90,,2.4,,50.9,11.4
33003,9,103.4,,3.5,,59.6,11.4
33005,35.6,473.8,,20.3,,237.6,43.6
33007,21.3,324.5,,15,,127.6,24.5
33009,41.7,587.7,,26.6,,266.7,50.3
33011,53.3,346.8,,6.7,,432.6,93.9
33013,47.8,584.3,,24.1,,299.7,57.1
33015,36.4,263.7,,5.2,,256.7,55
33017,18.4,177.7,,5.8,,95.3,20.5
33019,38.4,519.1,,23.8,,230.5,40
34001,31.1,97.6,2.2,1.3,23.2,616.2,290.7
34003,3,15.6,,,0.6,105.5,22.1
34005,625.8,12305.1,27.1,289,154.2,8878.2,544.2
34007,23.6,54.2,2.1,2,4.4,431.5,374.4
34009,16.9,69.1,2.6,1.1,5.8,197.9,42.8
34011,226.6,919.5,83,21.9,176,5349.6,624.3
34013,0.8,13.5,,,,9.1,6
34015,223.4,848.2,69.5,20.9,64.6,5034.3,1228.5
34019,2262.3,2514.2,4.2,105.1,36.2,3824.6,301.3
34021,199.3,4954.1,9.2,116.9,47.3,3019.8,131.7
34023,180.3,3783.3,8.9,87.4,45.9,2874.3,152.6
34025,272.3,6080.3,9.5,144.5,51.9,3466.7,313.7
34027,145.5,469.5,0.1,9.4,1.4,470.1,164.6
34029,11,1023.1,0.6,22.9,6.7,250.2,49.2
34031,2.1,12.7,,,0.1,20.5,8
34033,688.6,3457.7,139,48.6,268.4,8591.9,879
34035,632.7,880,1.2,34.2,10.3,1104.7,98.9
34037,167.9,1887.9,0.1,54.1,2,755.5,238.4
34039,0.2,,,,,18,1.1
34041,893.3,4682.7,2,122.7,17.3,2615.8,345.4
35001,172.2,243.2,,244.5,,614.7,173.6
35003,1407.5,14.1,,601.2,,23.1,14.1
35005,3458.9,5746.3,,7609.7,,3166.5,349.5
35006,416.6,26.7,,577.8,,1900.7,32.6
35007,1472.4,39.1,,4271.8,,200.1,5.5
35009,11327.7,48891.3,0.3,4684.4,,10130.6,1513.2
35011,1243.3,13.8,,3657,,164.3,3.9
35013,1768.9,3579.8,,1906.3,,13954.7,1835.3
35015,1302.4,692.1,,3026.5,,2583,292.1
35017,1020.1,14.1,,440.4,,72.5,36.5
35019,1316.6,334.7,,3727.3,,170.4,6.3
35021,1026.3,108.3,,2972.8,,97.6,3.6
35023,1380.3,910.2,,569.6,,457.8,88.5
35025,3035.6,2389.5,,5694.2,,1997.4,205.7
35027,1415.2,,,4423.5,,138.9,1.2
35029,1086.4,1074.7,,392.4,,2918.3,471.6
35031,733.6,309.4,,1006.6,,3332.1,57.7
35033,709.9,35,,2110.5,,95.5,0.6
35035,813.6,50.6,,2385.1,,849,105.9
35037,4301.3,6595.4,,4155.7,,3119.1,506.8
35039,267.8,31.2,,433.8,,1377.4,374.7
35041,6324.3,34610.6,,5589.4,,10274.1,957.5
35043,241.5,159,,311.5,,965.5,124.8
35045,2019.8,4120.9,,1417.2,,2871.8,785.3
35047,1892,86.3,,5469.8,,211,8.3
35049,485.5,1152.3,,440,,1022.6,175.7
35051,1235.2,281.5,,610.6,,755.1,340.3
35053,1355.8,105.3,,733.1,,147.8,385.9
35055,72.4,12.6,,235.3,,264.6,391.3
35057,1524.1,3087.5,,4420.5,,277.9,23.9
35059,3564.8,16797.1,,7766.8,,900.3,245.9
35061,207.2,360.2,,299.9,,529.3,302.6
36001,94.3,1053.5,7.8,33.2,2,551.1,71
36003,658,5619.7,,207,5.5,843.7,138.9
36007,311.1,1393.3,,35,0.8,518,74.6
36009,703.1,9391.3,0.1,345.2,12.1,2387.6,250.2
36011,1894.5,28931.3,91.7,1626.4,292.5,12528.4,955.8
36013,760.7,12143,0.1,443.1,7.6,5184.3,1681.8
36015,266.7,1342.3,,34.3,5.5,506.3,72.6
36017,552.7,6341.8,1.8,417.1,2.4,1065.7,196.7
36019,5441.9,10593.5,6.8,90.8,9,6965.1,279.8
36021,408.3,12581.2,6.8,847.5,9.5,2319,694.8
36023,446.6,5323,1.5,352.5,2.1,914.4,159.2
36025,238.3,6656.6,0.5,443.6,0.8,580.3,108.4
36027,345.5,7834.1,1.4,509.1,2.7,1024.1,268.2
36029,554.7,14819.5,0.4,753.1,101.8,2030.6,687.8
36031,638.9,1311.1,1.8,20.3,2.4,959.6,43.1
36033,204.3,6473.8,4.1,55.7,5.3,1290.7,169.5
36035,59,819.8,,26.7,0.5,244.6,39.9
36037,984.6,30863.7,0.8,1550.5,626.9,3643.2,523.2
36039,67.4,1199.7,,77.6,0.3,150.6,49.5
36041,,,,,0.1,,
36043,532.7,5886,0.8,384.3,3.6,959.9,183.1
36045,873.5,35848.1,0.4,150.2,9.6,1678.8,357
36049,466.8,24501.8,,83.9,1,555.1,232.3
36051,1350.4,39023.5,2.2,2004.4,222.5,6665.7,728.1
36053,862.1,12096,8.6,796.6,22.9,2467.6,378.9
36055,984.1,21683.8,1.4,1119.6,217.7,5675.7,715.8
36057,350.5,5334.8,18.1,180.7,4.6,1534.6,251.5
36059,2,,,,,2.3,0.4
36063,689.5,23592.5,0.9,1235,92.3,4652.9,1342.3
36065,906.7,13076.5,8.6,858.3,104.3,2911.1,463.8
36067,983.6,12387.5,31.3,812,77,5499.4,545
36069,1404.6,32988.2,2.3,1675.6,228.2,7198.7,816.1
36071,278.9,9320.8,,616.1,85.9,1189.3,346.6
36073,715.3,24412.2,2.8,1213.9,395.7,8853.4,1336.7
36075,323.4,3527.9,9.1,219.9,26,1832.3,218.2
36077,680.9,6525.2,1.4,430.2,1.9,1091.6,205.3
36079,3.6,,,,,36.9,22.6
36083,237.1,4080.4,5,126.2,1.4,1002.3,178.1
36087,5.4,10.2,,,0.1,30.4,19.8
36089,915.6,40921.8,0.1,140.1,3,1218.7,396.1
36091,157,2351.3,7.8,77.4,1.9,1027.7,146.8
36093,30.3,309.7,,5,0.5,80.7,13.2
36095,188.7,2459.6,3.8,75,0.9,709.5,124.4
36097,369.3,1178.5,,33.1,18.7,1452.9,552
36099,1026.3,20327.7,5.3,1095.1,152.8,12104.5,855.7
36101,1545.6,18285.9,0.1,712.4,123.8,3759.7,602.8
36103,395,1252.9,,59.4,3.5,1368.1,1612.9
36105,63.6,1913.3,,127.5,0.2,179.7,55.9
