geoid,1995,2000,2001,2003,2004,2005,2010,2015
01001,8.6,10.1,6.8,0.9,60.3,5.9,271.2,349.7
01003,215.1,132,81.6,61.8,171.6,9.7,734.4,2833.9
01005,3.4,3.7,3.3,4.3,32,4.7,314.3,404.2
01007,0.5,0,0,0,9.2,0,1.6,1.1
01009,24.4,30.9,2.2,17.5,254.5,9.7,234.5,149.7
01011,3.6,4.8,3.8,0.8,69.2,0.9,37.8,83.8
01013,5.9,9.1,7.9,10.1,115.2,1.7,24.6,69.9
01015,74.4,40.1,2.6,35.5,244.2,18.5,268.2,241.9
01017,0,0,0,0,21,0,0.5,0.7
01019,157.4,108,4.8,150.9,1123.2,59.9,1507.6,1314.9
01021,15.2,16.5,6.6,2.2,98.7,12.3,49.3,57.2
01023,0.1,1,0.5,0,60.3,0.2,32.5,43.4
01025,0.2,0.3,0.2,0,70.9,1,3.1,1
01027,0,0,0,0,25.2,0,0,0.8
01029,13,21.6,1.1,12.4,22.8,6.2,1.8,1.5
01031,6.7,9.6,5.1,4.9,45.9,14,911.6,874.5
01033,110.3,42.4,16.9,3.3,2203.7,22.9,80.8,23.2
01035,3.2,9.2,9.2,15.2,105,4.4,180.1,195.8
01037,0,0,0,0,8.1,0,0,0
01039,7.6,7.8,5.5,6.1,27.3,13.1,756.3,1006.7
01041,3.1,4.5,4,5.1,20.9,1.9,72.7,46.1
01043,166.3,86.4,4,55,244.3,31.7,119.2,130.9
01045,4.3,3.2,2.6,2.7,26.4,8,533,734
01047,99.8,37.2,23.9,4.6,141.2,8.3,437.1,915.8
01049,1061.4,271.6,13.4,170.5,298,88.2,237.6,109.6
01051,8.9,15.6,12.8,2.8,65.9,9.1,445.9,537.3
01053,34.1,15.2,8.7,11.1,102.8,11.9,797,711.1
01055,31.3,30.9,2.5,35.5,215.4,20.3,379,298.2
01057,16.5,15.3,5.1,4.2,190.5,21.6,371.3,500.2
01059,30.3,24,8.8,1.9,305.9,1.6,14.9,2.8
01061,27.5,10.6,5.5,12.2,51.4,19,1330.7,1270.6
01063,16.9,23.5,18.4,3.7,71.9,0.2,10.4,96.4
01065,44.9,24.5,20.4,4.5,149.2,1.3,108.9,236.1
01067,6,3.9,2.9,8.6,31,16.7,1046,1259.1
01069,48,12.9,21,27.4,34.4,23,1413.9,1720.9
01071,915.1,802.4,34.6,372.9,725.6,167.5,567.1,363.4
01073,0,0,0,0,10.1,0,3.2,4.8
01075,31.3,26,9.1,2.5,51.2,14.4,3.2,2.9
01077,97.8,92.5,28.3,9.1,2190.7,23.7,87.9,39.1
01079,117.9,49.4,13.9,2.5,2994,32.4,105.6,41.2
01081,0.4,0,0,0,163.8,0,109.3,107
01083,247.7,145.1,46.7,28,4715.5,55.5,250.9,64.2
01085,17.6,15.9,11.2,1.8,222.7,1,75.8,251.4
01087,5.5,9,8.2,2.1,59.7,3.9,153,255.5
01089,407.6,312.4,96.7,33,3539.6,44.1,178,66.8
01091,11,24.5,20.7,4.8,127.9,3.2,172.8,228.6
01093,44.5,30.4,13.1,4.2,173.7,0.8,9.2,1.6
01095,90.1,160.5,7.4,74.6,241.6,30.9,47,36.3
01097,16.3,11.6,6,4.8,140.8,8.4,276.3,417.1
01099,10,8.5,8.8,14.6,102.4,13.2,644.4,504.6
01101,19.1,11.4,7.9,1.4,184.3,1.5,115.3,316.3
01103,94.2,56.4,15.8,6,327.3,1.4,31,8.9
01105,73.3,53.8,39,6.7,92.7,2.9,189.3,427.7
01107,100.5,56.6,19.9,5.7,111.3,31.6,91,88.9
01109,4.1,5.1,4.2,4.8,29.7,4.7,216.2,285.1
01111,0,0,0,0,31.5,0,4.3,3.1
01113,3.6,5,4.5,5.8,11.9,3.8,167.2,215.4
01115,0,0,0,0,29.8,0,1.7,2.4
01117,6,10.9,5.1,2.2,337.9,15.1,280.4,259.2
01119,17.3,10.8,8.4,1.6,135.3,0,27,108.9
01121,81.1,63.5,23.5,8.4,397,43.3,411,298.9
