FIPS,FIPSTEXT,FarmLand_Ac
29161,29161,157357
29163,29163,361715
29165,29165,153018
29167,29167,336371
29169,29169,112396
29171,29171,292677
29173,29173,283522
29175,29175,209458
29177,29177,273027
29179,29179,97276
29181,29181,137793
29183,29183,158174
29185,29185,240185
29186,29186,162604
29187,29187,116267
29189,29189,26316
29195,29195,461273
29197,29197,159307
29199,29199,244201
29201,29201,222829
29203,29203,123992
29205,29205,299396
29207,29207,448357
29209,29209,117902
29211,29211,323057
29213,29213,115760
29215,29215,392547
29217,29217,418353
29219,29219,136055
29221,29221,124011
29223,29223,116609
29225,29225,271915
29227,29227,125069
29229,29229,294089
30001,30001,1379906
30003,30003,3150178
30005,30005,2204865
30007,30007,476943
30009,30009,790249
30011,30011,1778735
30013,30013,1255405
30015,30015,2072074
30017,30017,2188869
30019,30019,768451
30021,30021,1258444
30023,30023,66478
30025,30025,979071
30027,30027,1960681
30029,30029,169300
30031,30031,703556
30033,30033,2190873
30035,30035,1569813
30037,30037,707284
30039,30039,285189
30041,30041,1597557
30043,30043,371137
30045,30045,1033861
30047,30047,556123
30049,30049,843290
30051,30051,897800
30053,30053,46240
30055,30055,1371406
30057,30057,1086207
30059,30059,812852
30061,30061,17172
30063,30063,247273
30065,30065,1017908
30067,30067,773036
30069,30069,689799
30071,30071,2066048
30073,30073,957584
30075,30075,1589465
30077,30077,589514
30079,30079,769106
30081,30081,234125
30083,30083,1292588
30085,30085,1240129
30087,30087,3141100
30089,30089,339198
30091,30091,1041409
30093,30093,69845
30095,30095,809541
30097,30097,856181
30099,30099,974063
30101,30101,1127560
30103,30103,617657
30105,30105,1633099
30107,30107,873061
30109,30109,544824
30111,30111,1668585
31001,31001,340667
31003,31003,475104
31005,31005,452790
31007,31007,422176
31009,31009,402533
31011,31011,434561
31013,31013,675111
31015,31015,290960
31017,31017,725387
31019,31019,580544
31021,31021,309895
31023,31023,370218
31025,31025,344944
31027,31027,466175
31029,31029,540944
31031,31031,3757270
31033,31033,702842
31035,31035,330371
31037,31037,257656
31039,31039,362942
31041,31041,1503321
31043,31043,157961
31045,31045,824024
31047,31047,630228
31049,31049,276719
31051,31051,298930
31053,31053,330168
31055,31055,86194
31057,31057,520905
31059,31059,328467
31061,31061,287815
31063,31063,452210
31065,31065,435851
31067,31067,534581
31069,31069,1026386
31071,31071,345788
31073,31073,289994
31075,31075,493305
31077,31077,338422
31079,31079,329681
31081,31081,303809
31083,31083,312775
31085,31085,385167
31087,31087,399385
31089,31089,1414243
31091,31091,436619
31093,31093,312270
31095,31095,352137
31097,31097,197592
31099,31099,293721
31101,31101,541501
31103,31103,465577
31105,31105,597606
31107,31107,627810
31109,31109,488863
31111,31111,1422759
31113,31113,330161
31115,31115,280588
31117,31117,470580
31119,31119,351896
31121,31121,235385
31123,31123,799171
31125,31125,208027
31127,31127,253421
31129,31129,349694
31131,31131,387732
31133,31133,268714
31135,31135,556854
31137,31137,331301
31139,31139,329090
31141,31141,426246
31143,31143,245193
31145,31145,419407
31147,31147,319273
31149,31149,644661
31151,31151,361860
31153,31153,91756
31155,31155,469586
31157,31157,445306
31159,31159,354742
31161,31161,1534039
31163,31163,281013
31165,31165,1224764
31167,31167,254238
31169,31169,326106
31171,31171,367742
31173,31173,247611
31175,31175,349411
31177,31177,248075
31179,31179,280064
31181,31181,302082
31183,31183,357073
31185,31185,339658
32001,32001,195645
32003,32003,15152
32005,32005,100837
32007,32007,2131728
32009,32009,34386
32011,32011,638711
32013,32013,808283
32015,32015,312717
32017,32017,#VALUE!
32019,32019,366306
32021,32021,#VALUE!
32023,32023,69818
32027,32027,297483
32029,32029,0
32031,32031,443687
32033,32033,193111
32510,32510,#VALUE!
33001,33001,23903
33003,33003,29228
33005,33005,63320
33007,33007,56278
33009,33009,82012
33011,33011,47677
33013,33013,65069
33015,33015,36035
33017,33017,30573
33019,33019,38873
34001,34001,29513
34003,34003,1490
34005,34005,96128
34007,34007,7083
34009,34009,7418
34011,34011,64345
34013,34013,161
34015,34015,43271
34017,34017,0
34019,34019,96105
34021,34021,19672
34023,34023,17217
34025,34025,38970
34027,34027,14442
34029,34029,8049
34031,34031,1428
34033,34033,101730
34035,34035,34774
34037,34037,61088
34039,34039,66
34041,34041,72098
35001,35001,350754
35003,35003,1076848
35005,35005,2485102
35006,35006,1560265
35007,35007,1962563
35009,35009,881497
35011,35011,1067503
35013,35013,660489
35015,35015,1141329
35017,35017,1064766
35019,35019,1642377
35021,35021,1033832
35023,35023,930859
35025,35025,1981410
35027,35027,1552139
35028,35028,0
35029,35029,550349
35031,35031,3024386
35033,35033,776007
35035,35035,1223058
35037,35037,1517411
35039,35039,1432877
35041,35041,1347867
35043,35043,949787
35045,35045,2581155
35047,35047,2354226
35049,35049,716799
35051,35051,1249639
35053,35053,1271851
35055,35055,312913
35057,35057,1864757
35059,35059,1967627
35061,35061,669737
36001,36001,63240
36003,36003,150195
36005,36005,#VALUE!
36007,36007,79500
36009,36009,197614
36011,36011,238568
36013,36013,236811
36015,36015,58137
36017,36017,166993
36019,36019,147444
36021,36021,95454
36023,36023,114917
36025,36025,145861
36027,36027,112534
36029,36029,142809
36031,36031,55115
36033,36033,144934
36035,36035,31709
36037,36037,187394
36039,36039,43075
36041,36041,2198
36043,36043,140022
36045,36045,290682
36047,36047,#VALUE!
36049,36049,181917
36051,36051,194886
36053,36053,187344
36055,36055,98843
36057,36057,131319
36059,36059,2732
36061,36061,#VALUE!
36063,36063,142748
36065,36065,204835
36067,36067,150446
36069,36069,192497
36071,36071,87861
36073,36073,134970
36075,36075,94403
36077,36077,180792
36079,36079,5896
36081,36081,418
36083,36083,88941
36085,36085,#VALUE!
36087,36087,555
36089,36089,356663
36091,36091,78796
36093,36093,19901
36095,36095,98297
36097,36097,69134
36099,36099,130105
36101,36101,405817
36103,36103,36169
36105,36105,53906
36107,36107,107871
36109,36109,90829
36111,36111,71232
36113,36113,9436
36115,36115,189373
36117,36117,178926
36119,36119,7715
36121,36121,225719
36123,36123,127033
37001,37001,83465
37003,37003,58736
37005,37005,90611
37007,37007,83673
37009,37009,112080
37011,37011,28177
37013,37013,149094
37015,37015,146771
37017,37017,117581
37019,37019,45652
37021,37021,71415
37023,37023,34344
37025,37025,66121
37027,37027,32013
37029,37029,49219
37031,37031,63027
37033,37033,97188
37035,37035,67559
37037,37037,111653
37039,37039,21566
37041,37041,58234
37043,37043,11695
37045,37045,116767
37047,37047,159105
37049,37049,70557
37051,37051,82270
37053,37053,35372
37055,37055,#VALUE!
37057,37057,87446
37059,37059,59574
37061,37061,230473
37063,37063,20895
37065,37065,126803
37067,37067,40451
37069,37069,116761
37071,37071,41894
37073,37073,63218
37075,37075,6914
37077,37077,101121
37079,37079,101574
37081,37081,90512
37083,37083,195929
37085,37085,119577
37087,37087,48891
37089,37089,35811
37091,37091,82951
37093,37093,58423
37095,37095,107379
37097,37097,152502
37099,37099,16347
37101,37101,194960
37103,37103,59430
37105,37105,39013
37107,37107,121578
37109,37109,55094
37111,37111,24778
37113,37113,22768
37115,37115,56400
37117,37117,125900
37119,37119,15414
37121,37121,19258
37123,37123,34918
37125,37125,82604
37127,37127,140774
37129,37129,2829
37131,37131,162795
37133,37133,57541
37135,37135,56481
37137,37137,46734
37139,37139,72311
37141,37141,55763
37143,37143,80035
37145,37145,95416
37147,37147,172016
37149,37149,24035
37151,37151,156712
37153,37153,47598
37155,37155,264933
37157,37157,112221
37159,37159,121118
37161,37161,59711
37163,37163,291730
37165,37165,69035
37167,37167,93060
37169,37169,91670
37171,37171,127419
37173,37173,#VALUE!
37175,37175,17922
37177,37177,64775
37179,37179,201769
37181,37181,54599
37183,37183,84416
37185,37185,65907
37187,37187,90924
37189,37189,55785
37191,37191,191434
37193,37193,111068
37195,37195,111272
37197,37197,100536
37199,37199,31009
38001,38001,601113
38003,38003,936457
38005,38005,801635
38007,38007,722022
38009,38009,899079
38011,38011,730230
38013,38013,595404
38015,38015,950786
38017,38017,1106953
38019,38019,940413
38021,38021,632899
38023,38023,564813
38025,38025,1030902
38027,38027,395646
38029,38029,744342
38031,38031,373747
38033,38033,562767
38035,38035,816308
38037,38037,1050175
38039,38039,445477
38041,38041,715919
38043,38043,780001
38045,38045,726068
38047,38047,571849
38049,38049,1061414
38051,38051,589518
38053,38053,1063548
38055,38055,1113045
38057,38057,503287
38059,38059,1220388
38061,38061,963750
38063,38063,560476
38065,38065,394433
38067,38067,692338
38069,38069,598362
38071,38071,698113
38073,38073,501684
38075,38075,500130
38077,38077,869267
38079,38079,534042
38081,38081,512633
38083,38083,513418
38085,38085,572780
38087,38087,674116
38089,38089,829470
38091,38091,425730
38093,38093,1302477
38095,38095,645225
38097,38097,547785
38099,38099,802221
38101,38101,1073255
38103,38103,738425
38105,38105,1063764
39001,39001,172264
39003,39003,183153
39005,39005,152940
39007,39007,165801
39009,39009,90572
39011,39011,210137
39013,39013,113067
39015,39015,206356
39017,39017,146149
39019,39019,106323
39021,39021,190016
39023,39023,174256
39025,39025,121238
39027,39027,208200
39029,39029,127662
39031,39031,169625
39033,39033,239914
39035,39035,2633
39037,39037,339912
39039,39039,225145
39041,39041,140971
39043,39043,83213
39045,39045,206607
39047,39047,196613
39049,39049,62011
39051,39051,195391
39053,39053,115849
39055,39055,66844
39057,39057,145898
39059,39059,143724
39061,39061,21563
39063,39063,230226
39065,39065,247771
39067,39067,95272
39069,39069,235894
39071,39071,264418
39073,39073,38021
39075,39075,220934
39077,39077,238119
39079,39079,71554
39081,39081,68187
39083,39083,185987
39085,39085,17168
39087,39087,64705
39089,39089,224037
39091,39091,213006
39093,39093,122610
39095,39095,63067
39097,39097,263283
39099,39099,75059
39101,39101,189152
39103,39103,94932
39105,39105,75698
39107,39107,273178
39109,39109,184228
39111,39111,111123
39113,39113,124119
39115,39115,95145
39117,39117,167652
39119,39119,173117
39121,39121,86098
39123,39123,112547
39125,39125,220943
39127,39127,107317
39129,39129,293472
39131,39131,97496
39133,39133,83288
39135,39135,224262
39137,39137,305416
39139,39139,160702
39141,39141,221863
39143,39143,181421
39145,39145,94510
39147,39147,290587
39149,39149,206391
39151,39151,135865
39153,39153,16645
39155,39155,113933
39157,39157,138001
39159,39159,242051
39161,39161,227292
39163,39163,33517
39165,39165,106593
39167,39167,138730
39169,39169,271660
39171,39171,207991
39173,39173,267810
39175,39175,220813
40001,40001,252147
40003,40003,545103
40005,40005,353372
40007,40007,1116110
40009,40009,567920
40011,40011,521699
40013,40013,441084
40015,40015,707658
40017,40017,500966
40019,40019,456735
40021,40021,235973
40023,40023,330329
40025,40025,1156658
40027,40027,133799
40029,40029,273469
40031,40031,462617
40033,40033,399635
40035,40035,462415
40037,40037,347222
40039,40039,622719
40041,40041,283449
40043,40043,624955
40045,40045,758218
40047,40047,666595
40049,40049,463014
40051,40051,583175
40053,40053,582266
40055,40055,401393
40057,40057,340710
40059,40059,617757
40061,40061,256067
40063,40063,436183
40065,40065,478765
40067,40067,475453
40069,40069,283511
40071,40071,484437
40073,40073,567349
40075,40075,593168
40077,40077,220437
40079,40079,394650
40081,40081,454065
40083,40083,367513
40085,40085,219414
40087,40087,282703
40089,40089,316237
40091,40091,235919
40093,40093,537238
40095,40095,192141
40097,40097,285222
40099,40099,208163
40101,40101,350114
40103,40103,442648
40105,40105,292213
40107,40107,319874
40109,40109,144260
40111,40111,300362
40113,40113,1216372
40115,40115,193157
40117,40117,285807
40119,40119,349695
40121,40121,523852
40123,40123,324593
40125,40125,335233
40127,40127,297481
40129,40129,719371
40131,40131,301830
40133,40133,243414
40135,40135,215018
40137,40137,480655
40139,40139,1286830
40141,40141,541357
40143,40143,106209
40145,40145,198746
40147,40147,230793
40149,40149,633038
40151,40151,808510
40153,40153,714826
41001,41001,710786
41003,41003,124017
41005,41005,162824
41007,41007,16433
41009,41009,56850
41011,41011,157304
41013,41013,821697
41015,41015,63573
41017,41017,131326
41019,41019,383516
41021,41021,723218
41023,41023,654899
41025,41025,1504760
41027,41027,25729
41029,41029,213751
41031,41031,817833
41033,41033,28316
41035,41035,650372
41037,41037,656296
41039,41039,218674
41041,41041,30118
41043,41043,330802
41045,41045,1075774
41047,41047,285600
41049,41049,1164386
41051,41051,30075
41053,41053,144628
41055,41055,513408
41057,41057,36687
41059,41059,1308810
41061,41061,411946
41063,41063,453009
41065,41065,1426396
41067,41067,135815
41069,41069,649068
41071,41071,177314
42001,42001,171291
42003,42003,35044
42005,42005,129172
42007,42007,55643
42009,42009,209910
42011,42011,233486
42013,42013,90185
42015,42015,307686
42017,42017,63825
42019,42019,136269
42021,42021,76654
42023,42023,6086
42025,42025,21240
42027,42027,161951
42029,42029,164274
42031,42031,116129
42033,42033,68864
42035,42035,52853
42037,42037,122748
42039,42039,227403
42041,42041,155009
42043,42043,129374
42045,42045,4706
42047,42047,23298
42049,42049,168766
42051,42051,112797
42053,42053,8204
42055,42055,264409
42057,42057,112293
42059,42059,112425
42061,42061,158417
42063,42063,153497
42065,42065,91444
42067,42067,90918
42069,42069,32591
42071,42071,439765
42073,42073,80458
42075,42075,121344
42077,42077,76216
42079,42079,60971
42081,42081,158049
42083,42083,36348
42085,42085,163141
42087,42087,90496
42089,42089,26471
42091,42091,30909
42093,42093,43511
42095,42095,65764
42097,42097,129266
42099,42099,135171
42101,42101,258
42103,42103,28251
42105,42105,96886
42107,42107,105645
42109,42109,91112
42111,42111,214529
42113,42113,37435
42115,42115,166544
42117,42117,205350
42119,42119,93220
42121,42121,61710
42123,42123,82614
42125,42125,205677
42127,42127,112842
42129,42129,142708
42131,42131,68654
42133,42133,262147
44001,44001,#VALUE!
44003,44003,#VALUE!
44005,44005,11538
44007,44007,#VALUE!
44009,44009,27396
45001,45001,91975
45003,45003,154237
45005,45005,124321
45007,45007,158889
45009,45009,92394
45011,45011,87741
45013,45013,42054
45015,45015,75242
45017,45017,118309
45019,45019,35231
45021,45021,64610
45023,45023,95506
45025,45025,130907
45027,45027,174021
45029,45029,187971
45031,45031,176695
45033,45033,106807
45035,45035,74468
45037,45037,81345
45039,45039,44361
45041,45041,156153
45043,45043,66128
45045,45045,72868
45047,45047,85562
45049,45049,139033
45051,45051,177813
45053,45053,68762
45055,45055,82769
45057,45057,65012
45059,45059,122434
45061,45061,142547
45063,45063,107823
45065,45065,30109
45067,45067,80159
45069,45069,113327
45071,45071,104436
45073,45073,67744
45075,45075,283152
45077,45077,45108
45079,45079,61056
45081,45081,107798
45083,45083,101871
45085,45085,175793
45087,45087,47386
45089,45089,224198
45091,45091,123735
46003,46003,442057
46005,46005,793490
46007,46007,606536
46009,46009,351722
46011,46011,449212
46013,46013,1078797
46015,46015,513619
46017,46017,296258
46019,46019,1134728
46021,46021,360147
46023,46023,692558
46025,46025,608576
46027,46027,258689
46029,46029,368765
46031,46031,1242354
46033,46033,622778
46035,46035,275376
46037,46037,570343
46039,46039,341931
46041,46041,1181823
46043,46043,269720
46045,46045,696833
46047,46047,1089015
46049,46049,615718
46051,46051,428714
46053,46053,634627
46055,46055,1133253
46057,46057,310996
46059,46059,904742
46061,46061,273918
46063,46063,1467011
46065,46065,430927
46067,46067,513564
46069,46069,514394
46071,46071,1158287
46073,46073,332716
46075,46075,612525
46077,46077,520913
46079,46079,261544
46081,46081,158730
46083,46083,365403
46085,46085,1028902
46087,46087,362713
46089,46089,572504
46091,46091,532083
46093,46093,2032584
46095,46095,698634
46097,46097,357283
46099,46099,407935
46101,46101,254291
46103,46103,1073388
46105,46105,1631349
46107,46107,537905
46109,46109,622929
46111,46111,360370
46113,46113,#N/A
46115,46115,944940
46117,46117,791317
46119,46119,628258
46121,46121,860262
46123,46123,1018557
46125,46125,384258
46127,46127,288382
46129,46129,444907
46135,46135,327890
46137,46137,1108332
47001,47001,35822
47003,47003,232500
47005,47005,87820
47007,47007,102224
47009,47009,100854
47011,47011,86477
47013,47013,33496
47015,47015,96224
47017,47017,177480
47019,47019,40187
47021,47021,52453
47023,47023,60896
47025,47025,121546
47027,47027,79779
47029,47029,60902
47031,47031,144956
47033,47033,130522
47035,47035,129013
47037,47037,34826
47039,47039,77353
47041,47041,89611
47043,47043,148615
47045,47045,211820
47047,47047,229138
47049,47049,90947
47051,47051,125269
47053,47053,286232
47055,47055,270178
47057,47057,85298
47059,47059,226171
47061,47061,32988
47063,47063,58796
47065,47065,52416
47067,47067,64456
47069,47069,153848
47071,47071,125995
47073,47073,133414
47075,47075,219384
47077,47077,162076
47079,47079,204600
47081,47081,120733
47083,47083,50377
47085,47085,123307
47087,47087,73678
47089,47089,95342
47091,47091,47369
47093,47093,65392
47095,47095,79789
47097,47097,200869
47099,47099,235792
47101,47101,30691
47103,47103,265734
47105,47105,69399
47107,47107,122223
47109,47109,130039
47111,47111,121874
47113,47113,165795
47115,47115,50693
47117,47117,161959
47119,47119,242508
47121,47121,52827
47123,47123,110656
47125,47125,147343
47127,47127,58719
47129,47129,55476
47131,47131,252812
47133,47133,123179
47135,47135,47779
47137,47137,41827
47139,47139,35603
47141,47141,95752
47143,47143,57727
47145,47145,46866
47147,47147,209114
47149,47149,176000
47151,47151,39177
47153,47153,30626
47155,47155,55363
47157,47157,82102
47159,47159,129741
47161,47161,60559
47163,47163,84931
47165,47165,167027
47167,47167,155491
47169,47169,41346
47171,47171,5359
47173,47173,45216
47175,47175,36922
47177,47177,163377
47179,47179,111790
47181,47181,133431
47183,47183,254055
47185,47185,121742
47187,47187,138705
47189,47189,188223
48001,48001,375396
48003,48003,752041
48005,48005,116923
48007,48007,39844
48009,48009,541579
48011,48011,434045
48013,48013,664991
48015,48015,369896
48017,48017,471572
48019,48019,402458
48021,48021,387669
48023,48023,543529
48025,48025,538565
48027,48027,421023
48029,48029,342805
48031,48031,364043
48033,48033,464085
48035,48035,569342
48037,48037,273006
48039,48039,632982
48041,48041,299033
48043,48043,1911523
48045,48045,524160
48047,48047,572955
48049,48049,595373
48051,48051,335316
48053,48053,485519
48055,48055,310563
48057,48057,183922
48059,48059,562935
48061,48061,309669
48063,48063,78205
48065,48065,484698
48067,48067,167303
48069,48069,548395
48071,48071,253766
48073,48073,301229
48075,48075,443916
48077,48077,632680
48079,48079,448431
48081,48081,484172
48083,48083,726072
48085,48085,312783
48087,48087,494929
48089,48089,484905
48091,48091,205184
48093,48093,517339
48095,48095,501164
48097,48097,503896
48099,48099,463307
48101,48101,564833
48103,48103,239163
48105,48105,1546946
48107,48107,558267
48109,48109,1617573
48111,48111,851373
48113,48113,83722
48115,48115,558333
48117,48117,923478
48119,48119,131166
48121,48121,383468
48123,48123,536368
48125,48125,572486
48127,48127,676986
48129,48129,584902
48131,48131,959581
48133,48133,503417
48135,48135,428610
48137,48137,969137
48139,48139,473667
48141,48141,209446
48143,48143,607223
48145,48145,382610
48147,48147,513690
48149,48149,491804
48151,48151,494777
48153,48153,582268
48155,48155,368315
48157,48157,339109
48159,48159,113028
48161,48161,421310
48163,48163,713107
48165,48165,774979
48167,48167,89736
48169,48169,455712
48171,48171,652187
48173,48173,433832
48175,48175,495120
48177,48177,609632
48179,48179,514989
48181,48181,431038
48183,48183,48113
48185,48185,417296
48187,48187,383279
48189,48189,640423
48191,48191,508891
48193,48193,445642
48195,48195,566897
48197,48197,354564
48199,48199,68397
48201,48201,236780
48203,48203,199857
48205,48205,902900
48207,48207,567023
48209,48209,245160
48211,48211,575962
48213,48213,345591
48215,48215,795251
48217,48217,503827
48219,48219,483700
48221,48221,224275
48223,48223,422753
48225,48225,467978
48227,48227,498678
48229,48229,2249428
48231,48231,454456
48233,48233,520809
48235,48235,495992
48237,48237,528040
48239,48239,441661
48241,48241,88309
48243,48243,1255106
48245,48245,353914
48247,48247,644982
48249,48249,503874
48251,48251,429081
48253,48253,562778
48255,48255,464524
48257,48257,449174
48259,48259,370126
48261,48261,916608
48263,48263,563164
48265,48265,582556
48267,48267,694146
48269,48269,417398
48271,48271,577098
48273,48273,483942
48275,48275,450763
48277,48277,496409
48279,48279,616537
48281,48281,444813
48283,48283,634644
48285,48285,546760
48287,48287,318042
48289,48289,594099
48291,48291,286922
48293,48293,486682
48295,48295,591223
48297,48297,540973
48299,48299,527851
48301,48301,379209
48303,48303,502684
48305,48305,472047
48307,48307,614468
48309,48309,553567
48311,48311,517195
48313,48313,291421
48315,48315,40222
48317,48317,453818
48319,48319,551041
48321,48321,564458
48323,48323,541268
48325,48325,833809
48327,48327,536308
48329,48329,404466
48331,48331,527819
48333,48333,471195
48335,48335,573184
48337,48337,488539
48339,48339,155472
48341,48341,523404
48343,48343,91926
48345,48345,595322
48347,48347,264733
48349,48349,558286
48351,48351,58560
48353,48353,465191
48355,48355,523644
48357,48357,544443
48359,48359,830689
48361,48361,52764
48363,48363,593593
48365,48365,230035
48367,48367,494385
48369,48369,553577
48371,48371,2948239
48373,48373,139361
48375,48375,568587
48377,48377,1655598
48379,48379,116892
48381,48381,571368
48383,48383,698794
48385,48385,320382
48387,48387,451622
48389,48389,1236296
48391,48391,474865
48393,48393,562418
48395,48395,467367
48397,48397,45392
48399,48399,665878
48401,48401,274402
48403,48403,28934
48405,48405,73018
48407,48407,111845
48409,48409,374122
48411,48411,671378
48413,48413,833777
48415,48415,494300
48417,48417,504978
48419,48419,197051
48421,48421,583063
48423,48423,302550
48425,48425,91412
48427,48427,668540
48429,48429,516510
48431,48431,585097
48433,48433,472670
48435,48435,910977
48437,48437,545774
48439,48439,145375
48441,48441,578921
48443,48443,1100155
48445,48445,442002
48447,48447,508109
48449,48449,146570
48451,48451,956547
48453,48453,253298
48455,48455,111451
48457,48457,90526
48459,48459,202208
48461,48461,686401
48463,48463,977352
48465,48465,1497403
48467,48467,370455
48469,48469,437524
48471,48471,280550
48473,48473,315065
48475,48475,391463
48477,48477,368754
48479,48479,2097560
48481,48481,660379
48483,48483,519156
48485,48485,366824
48487,48487,587180
48489,48489,336020
48491,48491,558273
48493,48493,439803
48495,48495,533469
48497,48497,486779
48499,48499,227123
48501,48501,488274
48503,48503,523807
48505,48505,562944
48507,48507,692503
49001,49001,190101
49003,49003,1169339
49005,49005,268357
49007,49007,240456
49009,49009,#VALUE!
49011,49011,55118
49013,49013,1087075
49015,49015,157072
49017,49017,92739
49019,49019,#VALUE!
49021,49021,531633
49023,49023,243115
49025,49025,125125
49027,49027,579125
49029,49029,228852
49031,49031,37861
49033,49033,409563
49035,49035,77886
49037,49037,1606482
49039,49039,283898
49041,49041,122268
49043,49043,269363
49045,49045,346542
49047,49047,#VALUE!
49049,49049,343655
49051,49051,149152
49053,49053,147558
49055,49055,42527
49057,49057,117281
50001,50001,208441
50003,50003,41472
50005,50005,81828
50007,50007,73490
50009,50009,25482
50011,50011,186196
50013,50013,19006
50015,50015,51981
50017,50017,105087
50019,50019,130505
50021,50021,108305
50023,50023,67275
50025,50025,50775
50027,50027,101146
51001,51001,77356
51003,51003,166457
51005,51005,36573
51007,51007,88220
51009,51009,98887
51011,51011,96469
51013,51013,33
51015,51015,251246
51017,51017,41320
51019,51019,206742
51021,51021,77364
51023,51023,89375
51025,51025,89872
51027,51027,9655
51029,51029,83836
51031,51031,137188
51033,51033,56390
51035,51035,140366
51036,51036,31123
51037,51037,149355
51041,51041,19510
51043,51043,66882
51045,51045,46406
51047,51047,126435
51049,51049,57119
51051,51051,15015
51053,51053,89328
51057,51057,56770
51059,51059,7506
51061,51061,228505
51063,51063,144810
51065,51065,47225
51067,51067,164398
51069,51069,98328
51071,51071,65843
51073,51073,20352
51075,51075,49930
51077,51077,129496
51079,51079,27239
51081,51081,56872
51083,51083,211432
51085,51085,94027
51087,51087,10318
51089,51089,41844
51091,51091,92995
51093,51093,75548
51095,51095,5196
51097,51097,41953
51099,51099,24249
51101,51101,53472
51103,51103,10664
51105,51105,117308
51107,51107,134663
51109,51109,80333
51111,51111,82607
51113,51113,106911
51115,51115,4620
51117,51117,145309
51119,51119,19182
51121,51121,104479
51125,51125,79839
51127,51127,19760
51131,51131,56090
51133,51133,43241
51135,51135,61570
51137,51137,104790
51139,51139,70829
51141,51141,79127
51143,51143,275349
51145,51145,32140
51147,51147,78839
51149,51149,32591
51153,51153,34382
51155,51155,96617
51157,51157,62736
51159,51159,32356
51161,51161,25655
51163,51163,165691
51165,51165,217522
51167,51167,187584
51169,51169,158433
51171,51171,133297
51173,51173,166675
51175,51175,151845
51177,51177,41109
51179,51179,15334
51181,51181,45167
51183,51183,64317
51185,51185,150076
51187,51187,48192
51191,51191,187830
51193,51193,59305
51195,51195,25561
51197,51197,174125
51199,51199,1206
51550,51550,40730
51800,51800,68974
51810,51810,21144
53001,53001,1037330
53003,53003,262981
53005,53005,702847
53007,53007,76651
53009,53009,23368
53011,53011,74813
53013,53013,297403
53015,53015,38684
53017,53017,813865
53019,53019,792460
53021,53021,624572
53023,53023,308445
53025,53025,963756
53027,53027,119249
53029,53029,15204
53031,53031,15008
53033,53033,46027
53035,53035,10115
53037,53037,182313
53039,53039,551009
53041,53041,132248
53043,53043,1114971
53045,53045,23946
53047,53047,1203213
53049,53049,51937
53051,53051,43912
53053,53053,49110
53055,53055,15694
53057,53057,106300
53059,53059,6368
53061,53061,70775
53063,53063,537352
53065,53065,526396
53067,53067,76755
53069,53069,9591
53071,53071,645379
53073,53073,116018
53075,53075,1275510
53077,53077,1781022
54001,54001,84692
54003,54003,70087
54005,54005,2247
54007,54007,88922
54009,54009,14729
54011,54011,42445
54013,54013,49505
54015,54015,20133
54017,54017,65274
54019,54019,23288
54021,54021,70408
54023,54023,112431
54025,54025,189900
54027,54027,142219
54029,54029,8882
54031,54031,155409
54033,54033,117148
54035,54035,104610
54037,54037,66956
54039,54039,25967
54041,54041,82456
54043,54043,25733
54045,54045,871
54047,54047,1024
54049,54049,53351
54051,54051,86009
54053,54053,138666
54055,54055,51750
54057,54057,76170
54059,54059,1896
54061,54061,58072
54063,54063,144625
54065,54065,18326
54067,54067,57956
54069,54069,30073
54071,54071,170169
54073,54073,21486
54075,54075,118551
54077,54077,160697
54079,54079,59954
54081,54081,36806
54083,54083,93822
54085,54085,88807
54087,54087,110794
54089,54089,57924
54091,54091,49095
54093,54093,34053
54095,54095,48224
54097,54097,68544
54099,54099,30116
54101,54101,7793
54103,54103,38041
54105,54105,37946
54107,54107,87901
54109,54109,2877
55001,55001,118174
55003,55003,45478
55005,55005,309754
55007,55007,71884
55009,55009,181164
55011,55011,305191
55013,55013,83602
55015,55015,142366
55017,55017,384627
55019,55019,458328
55021,55021,308178
55023,55023,216577
55025,55025,503846
55027,55027,401828
55029,55029,132019
55031,55031,70945
55033,55033,372162
55035,55035,203727
55037,55037,13433
55039,55039,315452
55041,55041,30508
55043,55043,587194
55045,55045,302394
55047,55047,154479
55049,55049,350963
55051,55051,10190
55053,55053,240219
55055,55055,227922
55057,55057,180162
55059,55059,76566
55061,55061,176634
55063,55063,158733
55065,55065,368596
55067,55067,113672
55069,55069,77054
55071,55071,230815
55073,55073,478571
55075,55075,131660
55077,55077,120161
55078,55078,458
55079,55079,4482
55081,55081,337874
55083,55083,188963
55085,55085,34933
55087,55087,250543
55089,55089,65017
55091,55091,103642
55093,55093,246044
55095,55095,255644
55097,55097,278815
55099,55099,92293
55101,55101,110048
55103,55103,227707
55105,55105,353900
55107,55107,133306
55109,55109,267724
55111,55111,332614
55113,55113,43453
55115,55115,261250
55117,55117,190214
55119,55119,217159
55121,55121,323225
55123,55123,346007
55125,55125,7136
55127,55127,187637
55129,55129,87236
55131,55131,133397
55133,55133,92171
55135,55135,215335
55137,55137,145064
55139,55139,155434
55141,55141,222809
56001,56001,1964137
56003,56003,303111
56005,56005,2876620
56007,56007,2375657
56009,56009,2448121
56011,56011,1587546
56013,56013,1710319
56015,56015,1370264
56017,56017,516896
56019,56019,2036531
56021,56021,1676008
56023,56023,344284
56025,56025,1691883
56027,56027,1357970
