geoid,1995,2000,2001,2003,2004,2005,2010,2015
01001,436.6,6856.2,6079.2,5325.4,3.9,5242.7,8398.6,6211
01003,6119.9,24680,36063.2,25650.1,102.1,15627.6,26965.6,68745.9
01005,1391.6,3230.7,3757,4080.5,3.9,5495,11627.7,7495.1
01007,418.8,150.3,80,194.5,0,179.9,37.2,209.2
01009,1223.6,2358.3,2947.8,2885.5,4.3,3133.7,4720.1,9828
01011,663.7,1522.3,2103.8,1381.7,4.4,1291,1197,3597.7
01013,519,2103.3,3016.3,4569.3,9.1,2788.4,1352.3,3280.8
01015,816.1,3299.2,4523.4,4594.7,4.8,4042.8,6274.6,11849
01017,871.9,373.7,106.7,364.8,0,416.7,93.2,362.7
01019,1533.2,12172.8,22342,9724.4,23.1,18241.7,30028.6,52084.6
01021,1018.1,2935,2517.3,2713,2.5,4693,836.1,1650.6
01023,165.4,612.5,700.7,572.9,0.6,242.4,963,2127.3
01025,153.7,624.2,1255.6,1460.3,0.2,1199.5,170.5,252.4
01027,500.5,346.3,119.6,96.3,0,292.7,33.2,147.8
01029,686.4,581.8,369.3,446.3,1.7,455,301.5,1270.9
01031,1243.2,6864.7,9926.1,15182.4,7.6,14080.7,31470.3,18134.9
01033,2088.6,23218.9,25658.3,24327.2,3.1,25152.7,36616.9,38424.6
01035,366.3,4633.3,5438.7,7817,16.1,5901.3,5476.6,10408.3
01037,373.6,134.2,56,49.9,0,163,11.4,48.3
01039,2163.6,8594.6,9240.1,11881.9,6.9,12377.4,24391.1,17132.4
01041,710.9,1633.3,2150.5,2245.7,4.5,2648.2,3257.5,1962.6
01043,1671.5,5197.6,4047.3,4043.1,6.6,3842.4,8083.9,14335.4
01045,806.8,2158.9,6529.8,7806.2,2.2,8003.5,17497.8,12743
01047,859.3,14135,11033.8,9684.6,30.9,8712.2,11834.9,20160.2
01049,1933.5,6161.9,7233.8,7057.8,18.3,9325.3,17775.1,35441.1
01051,358.1,11577.6,8523.2,8564.2,16.5,7906.5,13320,9646.4
01053,1036.3,24387.4,25140.9,24741.5,13.2,14777.4,28283.8,44566.7
01055,910.7,2852.5,5008.8,2844,5.8,4607.1,7797.2,14433.2
01057,997.1,4150,3083.3,3805.5,5.7,4336.3,1889.2,7872.4
01059,1236.1,2342.3,2812.1,3192.8,2.3,2382.9,5409.9,6107.7
01061,1811.8,8502.7,13841.9,16090.3,24.9,19213.1,43913.3,23550
01063,277.8,2045.9,1075.6,588.2,21.2,1617,288.4,3482
01065,426.3,2703.2,1806.2,1725.9,26.2,3361.9,2500.3,7337.6
01067,1094.8,4682.4,12634.3,14912,12.4,16110.8,33802.2,21532.1
01069,2157.5,12353.5,17020.2,18205.9,57,23122.8,47286,28419.7
01071,2454.2,14163.6,16301,16802.4,51.4,20829.9,36420,71945.9
01073,278.7,96.6,44.3,23.1,0,122.9,83.2,363.6
01075,776.6,2398,1980.7,1691,2.9,2509.8,111.8,491
01077,2394.3,22440.8,24882.6,24091.2,13.2,27675.5,46176.9,48021.6
01079,3025.3,31653.8,35559.1,32496.4,7.6,35841.1,53716.6,60219.2
01081,1224.2,2730.3,1848.5,2976.3,0,1105.3,627.5,2412.2
01083,3942,58578.5,58019.4,56495.1,32.3,61976,77113.9,91500.1
01085,721.6,5930.8,4486.3,2388.3,8.8,2474.7,2158,9688.5
01087,461.2,4874.5,4609.8,4463.8,13.5,4421.8,4837.2,5049.9
01089,3642.7,48725.5,52551.9,51186.6,39.1,52669.3,72829.4,73929.5
01091,329.6,5777.3,3268.9,2981.6,29.1,4536.6,3591.7,7634.1
01093,991.7,2667.9,3024.3,3137.9,4.2,2261,3726,2417.3
01095,1311.3,4067.8,3858.3,4787.3,9.3,4317,6685.7,14767.6
01097,2087.2,9787.6,15146.6,12590.4,7.7,10205.6,11239,20078
01099,915.3,20903.8,25697.2,20944.6,14.3,15229.8,21209.6,30961
01101,652.2,2297.5,2674.9,1984.4,7.9,2233,4195.5,9362.7
01103,1624.4,4564.5,4530.1,5453.5,7.4,3724.2,11263.1,12691.2
01105,467.2,5639.9,3570.1,2814.7,34.4,4007.1,3685.6,14472.3
01107,1753.7,5500.8,4186.1,3292,6.4,5420.4,1056.8,4722
01109,1164.9,4835.2,5966.2,5426.6,4.3,5543.6,8384.8,6165.1
01111,776.1,564,300.6,131.3,0,391.3,121.9,964.2
01113,706.7,2858.7,2992.9,3491,5.2,3757.4,5942.3,4408.5
01115,669.5,387,96.3,154.6,0.3,63.4,253,848.4
01117,1256.9,5143,4534.8,4996.5,2.8,3797.4,1422.3,4755.8
01119,328.1,866.4,523.6,720.5,8,854.2,679.2,4201.4
01121,1291.2,13585.3,8137.3,6339.3,10.1,9614.7,2881.9,12411.3
01123,988.5,1400.7,1003.7,1400.7,0,604.3,278.8,1245
01125,2047.5,7592.5,4955.6,5340.6,2.3,3726.4,1254,4979.9
01127,320.4,165.7,70.3,44.1,0,187.8,115.6,1133.6
01129,337.5,2591,1821.8,3080.8,4.7,1869.4,1532.4,3659.4
01131,498.4,2451.7,3335.1,3941.7,8,2873.8,1747.5,3867.6
01133,513.5,84.7,91,298.5,0,96.8,188.4,439.9
02013,0,0,0,0,0,0,0,0
02016,0,0,0,0,0,0,0,0
02020,0,0,0,0,0,0,0,0
02050,0,0,0,0,0,0,0,0
02060,0,0,0,0,0,0,0,0
02068,0,0,0,0,0,0,0,0
02070,0,0,0,0,0,0,0,0
02090,0,0,0,0,0,0,0,0
02100,0,0,0,0,0,0,0,0
02105,0,0,0,0,0,0,0,0
02110,0,0,0,0,0,0,0,0
02122,0,0,0,0,0,0,0,0
02130,0,0,0,0,0,0,0,0
02150,0,0,0,0,0,0,0,0
02158,0,0,0,0,0,0,0,0
02164,0,0,0,0,0,0,0,0
02170,0,0,0,0,0,0,0,0
02180,0,0,0,0,0,0,0,0
02185,0,0,0,0,0,0,0,0
02188,0,0,0,0,0,0,0,0
02195,0,0,0,0,0,0,0,0
02198,0,0,0,0,0,0,0,0
02220,0,0,0,0,0,0,0,0
02230,0,0,0,0,0,0,0,0
02240,0,0,0,0,0,0,0,0
02261,0,0,0,0,0,0,0,0
02275,0,0,0,0,0,0,0,0
02282,0,0,0,0,0,0,0,0
02290,0,0,0,0,0,0,0,0
04001,16011.1,1362.1,470.1,4136,0,964,3268.4,492.5
04003,27353.6,11229.2,18777.8,14652.3,0,37670.4,28582.4,36228.9
04005,10251.4,1697.3,387,4953.8,0,288.1,5583.7,177
04007,541.6,86.1,185.8,91.8,0,194.9,47.5,62
04009,9572.7,12675.3,9825.8,11254.3,0,16577.4,20785.6,17808
04011,3913.9,469.9,399.8,423.6,0,517.8,800,655.1
